asof,team,player,pos,mins_7d,mins_14d,mins_30d,mins_season,starts_season
2026-07-02,Dalian Yingbo FC,W. Liu,GK,0.0,0.0,0.0,0,0
2026-07-02,Dalian Yingbo FC,G. Peng,GK,0.0,0.0,0.0,0,0
2026-07-02,Dalian Yingbo FC,J. Wen,DF,0.0,0.0,0.0,0,0
2026-07-02,Dalian Yingbo FC,Y. Song,DF,0.0,0.0,0.0,0,0
2026-07-02,Dalian Yingbo FC,M. Traoré,DF,0.0,0.0,0.0,0,0
2026-07-02,Dalian Yingbo FC,H. Zhang,MF,0.0,0.0,0.0,0,0
2026-07-02,Dalian Yingbo FC,Y. Yihan,MF,0.0,0.0,0.0,0,0
2026-07-02,Dalian Yingbo FC,S. Kangbo,DF,0.0,0.0,0.0,0,0
2026-07-02,Dalian Yingbo FC,Z. Pengyu,FW,0.0,0.0,0.0,0,0
2026-07-02,De Graafschap,F. De Jong,MF,0.0,0.0,0.0,0,0
2026-07-02,De Graafschap,K. Symons,DF,0.0,0.0,0.0,0,0
2026-07-02,De Graafschap,M. Smits,MF,0.0,0.0,0.0,0,0
2026-07-02,De Graafschap,I. E. Kadiri,FW,0.0,0.0,0.0,0,0
2026-07-02,De Graafschap,K. Kwint,FW,0.0,0.0,0.0,0,0
2026-07-02,De Graafschap,S. Kremers,GK,0.0,0.0,0.0,0,0
2026-07-02,De Graafschap,R. Jonkers,GK,0.0,0.0,0.0,0,0
2026-07-02,De Graafschap,T. Grotenhuis,MF,0.0,0.0,0.0,0,0
2026-07-02,De Graafschap,N. Hartgers,MF,0.0,0.0,0.0,0,0
2026-07-02,De Graafschap,D. Eijken,MF,0.0,0.0,0.0,0,0
2026-07-02,De Graafschap,J. Simons,MF,0.0,0.0,0.0,0,0
2026-07-02,De Graafschap,T. Braem,MF,0.0,0.0,0.0,0,0
2026-07-02,De Graafschap,N. Eggens,FW,0.0,0.0,0.0,0,0
2026-07-02,De Graafschap,J. Hardeman,DF,0.0,0.0,0.0,0,0
2026-07-02,De Graafschap,N. Kaninda,FW,0.0,0.0,0.0,0,0
2026-07-02,De Graafschap,R. Niemeijer,FW,0.0,0.0,0.0,0,0
2026-07-02,Degerfors IF,J. Hernández,DF,0.0,0.0,0.0,0,0
2026-07-02,Degerfors IF,D. Vukojevic,FW,0.0,0.0,0.0,0,0
2026-07-02,Degerfors IF,E. Lindell,DF,0.0,0.0,0.0,0,0
2026-07-02,Degerfors IF,O. Leonardsson,FW,0.0,0.0,0.0,0,0
2026-07-02,Degerfors IF,Z. Salifu,FW,0.0,0.0,0.0,0,0
2026-07-02,Degerfors IF,R. Forsell,GK,0.0,0.0,0.0,0,0
2026-07-02,Degerfors IF,J. Pikkarainen,DF,0.0,0.0,0.0,0,0
2026-07-02,Degerfors IF,A. Berisson,FW,0.0,0.0,0.0,0,0
2026-07-02,Degerfors IF,A. Taranis,FW,0.0,0.0,0.0,0,0
2026-07-02,Deportes Tolima,J. Mosquera,DF,0.0,0.0,0.0,0,0
2026-07-02,Deportes Tolima,C. Trujillo,MF,0.0,0.0,0.0,0,0
2026-07-02,Deportes Tolima,J. Nieto,MF,0.0,0.0,0.0,0,0
2026-07-02,Deportes Tolima,J. Valencia,FW,0.0,0.0,0.0,0,0
2026-07-02,Deportes Tolima,L. Marquinez,GK,0.0,0.0,0.0,0,0
2026-07-02,Deportes Tolima,D. Pedrozo,DF,0.0,0.0,0.0,0,0
2026-07-02,Deportes Tolima,S. Barbosa,DF,0.0,0.0,0.0,0,0
2026-07-02,Deportes Tolima,E. Valencia,FW,0.0,0.0,0.0,0,0
2026-07-02,Deportes Tolima,N. Sánchez,FW,0.0,0.0,0.0,0,0
2026-07-02,Deportes Tolima,Y. Moreno,MF,0.0,0.0,0.0,0,0
2026-07-02,Deportivo Alavés,R. Fernández,GK,0.0,0.0,0.0,0,0
2026-07-02,Deportivo Alavés,D. Suárez,MF,0.0,0.0,0.0,0,0
2026-07-02,Deportivo Alavés,Y. Enriquez,DF,0.0,0.0,0.0,0,0
2026-07-02,Deportivo Alavés,C. Benavídez,MF,0.0,0.0,0.0,0,0
2026-07-02,Deportivo Alavés,A. Guevara,MF,0.0,0.0,0.0,0,0
2026-07-02,Deportivo Alavés,A. Mañas,FW,0.0,0.0,0.0,0,0
2026-07-02,Deportivo Alavés,G. Swiderski,GK,0.0,0.0,0.0,0,0
2026-07-02,Deportivo Alavés,E. Muñoz,DF,0.0,0.0,0.0,0,0
2026-07-02,Deportivo Alavés,V. Koski,DF,0.0,0.0,0.0,0,0
2026-07-02,Deportivo Alavés,J. Pacheco,DF,0.0,0.0,0.0,0,0
2026-07-02,Deportivo Alavés,Calebe,MF,0.0,0.0,0.0,0,0
2026-07-02,Deportivo Cuenca,I. Mosquera,DF,0.0,0.0,0.0,0,0
2026-07-02,Deportivo Cuenca,J. Mejía,MF,0.0,0.0,0.0,0,0
2026-07-02,Deportivo Cuenca,E. Minda,GK,0.0,0.0,0.0,0,0
2026-07-02,Deportivo Cuenca,E. Guevara,DF,0.0,0.0,0.0,0,0
2026-07-02,Deportivo Cuenca,J. Chacon,MF,0.0,0.0,0.0,0,0
2026-07-02,Deportivo Cuenca,C. Arboleda,FW,0.0,0.0,0.0,0,0
2026-07-02,Deportivo Cuenca,S. Morocho,DF,0.0,0.0,0.0,0,0
2026-07-02,Deportivo Cuenca,M. Sigüenza,FW,0.0,0.0,0.0,0,0
2026-07-02,Deportivo Cuenca,N. Leguizamón,FW,0.0,0.0,0.0,0,0
2026-07-02,Deportivo La Guaira,R. Arace,FW,0.0,0.0,0.0,0,0
2026-07-02,Deportivo La Guaira,A. Uribe,FW,0.0,0.0,0.0,0,0
2026-07-02,Deportivo La Guaira,F. Cáceres,MF,0.0,0.0,0.0,0,0
2026-07-02,Deportivo La Guaira,C. D. Silva,MF,0.0,0.0,0.0,0,0
2026-07-02,Deportivo La Guaira,D. Osío,DF,0.0,0.0,0.0,0,0
2026-07-02,Deportivo La Guaira,G. Ascanio,DF,0.0,0.0,0.0,0,0
2026-07-02,Deportivo La Guaira,Y. Rivas,FW,0.0,0.0,0.0,0,0
2026-07-02,Deportivo La Guaira,M. Sulbarán,MF,0.0,0.0,0.0,0,0
2026-07-02,Deportivo Riestra,P. Ramírez,DF,0.0,0.0,0.0,0,0
2026-07-02,Deportivo Riestra,M. Smarra,MF,0.0,0.0,0.0,0,0
2026-07-02,Deportivo Riestra,N. Sansotre,DF,0.0,0.0,0.0,0,0
2026-07-02,Deportivo Riestra,R. Sayavedra,FW,0.0,0.0,0.0,0,0
2026-07-02,Deportivo Riestra,P. Madero,MF,0.0,0.0,0.0,0,0
2026-07-02,Deportivo Riestra,A. Alonso,FW,0.0,0.0,0.0,0,0
2026-07-02,Deportivo Riestra,G. Obredor,MF,0.0,0.0,0.0,0,0
2026-07-02,Deportivo Riestra,L. Duarte,FW,0.0,0.0,0.0,0,0
2026-07-02,Deportivo de La Coruña,A. Comas,DF,0.0,0.0,0.0,0,0
2026-07-02,Deportivo de La Coruña,N. Carrillo,MF,0.0,0.0,0.0,0,0
2026-07-02,Deportivo de La Coruña,Z. Eddahchouri,FW,0.0,0.0,0.0,0,0
2026-07-02,Deportivo de La Coruña,S. Escudero,DF,0.0,0.0,0.0,0,0
2026-07-02,Deportivo de La Coruña,Stoichkov,FW,0.0,0.0,0.0,0,0
2026-07-02,Deportivo de La Coruña,G. Parreño,GK,0.0,0.0,0.0,0,0
2026-07-02,Deportivo de La Coruña,D. Barcia,DF,0.0,0.0,0.0,0,0
2026-07-02,Deportivo de La Coruña,J. Á. Jurado,MF,0.0,0.0,0.0,0,0
2026-07-02,Deportivo de La Coruña,C. Patino,MF,0.0,0.0,0.0,0,0
2026-07-02,Deportivo de La Coruña,C. Herrera,FW,0.0,0.0,0.0,0,0
2026-07-02,Deportivo de La Coruña,S. Mulattieri,FW,0.0,0.0,0.0,0,0
2026-07-02,Detroit City FC,R. Williams,DF,0.0,0.0,0.0,0,0
2026-07-02,Detroit City FC,A. Stanley,DF,0.0,0.0,0.0,0,0
2026-07-02,Detroit City FC,B. Morris,FW,0.0,0.0,0.0,0,0
2026-07-02,Detroit City FC,R. Hope-Gund,DF,0.0,0.0,0.0,0,0
2026-07-02,Detroit City FC,C. Saldaña,GK,0.0,0.0,0.0,0,0
2026-07-02,Detroit City FC,C. Egbuchulam,FW,0.0,0.0,0.0,0,0
2026-07-02,Difaâ Hassani El-Jadidi,O. Benchchaoui,MF,0.0,0.0,0.0,0,0
2026-07-02,Difaâ Hassani El-Jadidi,B. E. I. Bouzidi,MF,0.0,0.0,0.0,0,0
2026-07-02,Difaâ Hassani El-Jadidi,Y. Lamine,FW,0.0,0.0,0.0,0,0
2026-07-02,Difaâ Hassani El-Jadidi,I. Sabik,FW,0.0,0.0,0.0,0,0
2026-07-02,Difaâ Hassani El-Jadidi,M. Hilali,MF,0.0,0.0,0.0,0,0
2026-07-02,Difaâ Hassani El-Jadidi,A. A. Wahmane,GK,0.0,0.0,0.0,0,0
2026-07-02,Difaâ Hassani El-Jadidi,A. Riyane,MF,0.0,0.0,0.0,0,0
2026-07-02,Difaâ Hassani El-Jadidi,A. Mostakime,MF,0.0,0.0,0.0,0,0
2026-07-02,Difaâ Hassani El-Jadidi,P. S. Diallo,MF,0.0,0.0,0.0,0,0
2026-07-02,Difaâ Hassani El-Jadidi,A. Ennakouss,FW,0.0,0.0,0.0,0,0
2026-07-02,Difaâ Hassani El-Jadidi,A. E. Khaffi,MF,0.0,0.0,0.0,0,0
2026-07-02,Difaâ Hassani El-Jadidi,Z. Oubraim,DF,0.0,0.0,0.0,0,0
2026-07-02,Difaâ Hassani El-Jadidi,H. Jamaane,MF,0.0,0.0,0.0,0,0
2026-07-02,Djurgårdens IF,D. Stensson,MF,0.0,0.0,0.0,0,0
2026-07-02,Djurgårdens IF,M. Anderson,MF,0.0,0.0,0.0,0,0
2026-07-02,Djurgårdens IF,A. Saeed,FW,0.0,0.0,0.0,0,0
2026-07-02,Djurgårdens IF,J. Asoro,FW,0.0,0.0,0.0,0,0
2026-07-02,Djurgårdens IF,A. Stahl,DF,0.0,0.0,0.0,0,0
2026-07-02,Djurgårdens IF,F. Manojlović,GK,0.0,0.0,0.0,0,0
2026-07-02,Djurgårdens IF,L. Hien,FW,0.0,0.0,0.0,0,0
2026-07-02,Djurgårdens IF,J. U. Larsson,DF,0.0,0.0,0.0,0,0
2026-07-02,Djurgårdens IF,O. Fallenius,FW,0.0,0.0,0.0,0,0
2026-07-02,Djurgårdens IF,P. Langhoff,MF,0.0,0.0,0.0,0,0
2026-07-02,Dundee FC,B. Koumetio,DF,0.0,0.0,0.0,0,0
2026-07-02,Dundee FC,I. Samuels,DF,0.0,0.0,0.0,0,0
2026-07-02,Dundee FC,F. Robertson,MF,0.0,0.0,0.0,0,0
2026-07-02,Dundee FC,S. Wright,FW,0.0,0.0,0.0,0,0
2026-07-02,Dundee FC,A. Hay,FW,0.0,0.0,0.0,0,0
2026-07-02,Dundee FC,H. Sharp,GK,0.0,0.0,0.0,0,0
2026-07-02,Dundee FC,C. Reilly,FW,0.0,0.0,0.0,0,0
2026-07-02,Dundee FC,J. Cotterill,MF,0.0,0.0,0.0,0,0
2026-07-02,Dundee FC,C. Jones,MF,0.0,0.0,0.0,0,0
2026-07-02,Dundee United,J. Eskesen,MF,0.0,0.0,0.0,0,0
2026-07-02,Dundee United,M. Watters,FW,0.0,0.0,0.0,0,0
2026-07-02,Dundee United,I. Dolček,FW,0.0,0.0,0.0,0,0
2026-07-02,Dundee United,J. Russell,FW,0.0,0.0,0.0,0,0
2026-07-02,Dundee United,P. Camará,MF,0.0,0.0,0.0,0,0
2026-07-02,Dundee United,R. Adams,GK,0.0,0.0,0.0,0,0
2026-07-02,Dundee United,S. Cleall-Harding,DF,0.0,0.0,0.0,0,0
2026-07-02,Dundee United,C. Sibbald,MF,0.0,0.0,0.0,0,0
2026-07-02,Dundee United,O. Stirton,DF,0.0,0.0,0.0,0,0
2026-07-02,Dunfermline Athletic,J. Tod,DF,0.0,0.0,0.0,0,0
2026-07-02,Dunfermline Athletic,J. Cooper,MF,0.0,0.0,0.0,0,0
2026-07-02,Dunfermline Athletic,T. Oakley-Boothe,MF,0.0,0.0,0.0,0,0
2026-07-02,Dunfermline Athletic,B. Terrell,GK,0.0,0.0,0.0,0,0
2026-07-02,Dunfermline Athletic,S. Kearney,DF,0.0,0.0,0.0,0,0
2026-07-02,Dunfermline Athletic,K. Benedictus,DF,0.0,0.0,0.0,0,0
2026-07-02,Dunfermline Athletic,C. Hamilton,DF,0.0,0.0,0.0,0,0
2026-07-02,Dunfermline Athletic,K. Bray,MF,0.0,0.0,0.0,0,0
2026-07-02,Dunfermline Athletic,L. Fyfe,FW,0.0,0.0,0.0,0,0
2026-07-02,Dunfermline Athletic,A. Amade,MF,0.0,0.0,0.0,0,0
2026-07-02,ES Métlaoui,K. Tlili,GK,0.0,0.0,0.0,0,0
2026-07-02,ES Métlaoui,F. Meskini,DF,0.0,0.0,0.0,0,0
2026-07-02,ES Métlaoui,R. Fadaa,DF,0.0,0.0,0.0,0,0
2026-07-02,ES Métlaoui,I. Fajraoui,DF,0.0,0.0,0.0,0,0
2026-07-02,ES Métlaoui,Y. Messaoui,MF,0.0,0.0,0.0,0,0
2026-07-02,ES Métlaoui,S. Bouani,MF,0.0,0.0,0.0,0,0
2026-07-02,ES Métlaoui,A. Bangoura,MF,0.0,0.0,0.0,0,0
2026-07-02,ES Métlaoui,B. Hajji,FW,0.0,0.0,0.0,0,0
2026-07-02,ES Métlaoui,B. Nana,FW,0.0,0.0,0.0,0,0
2026-07-02,ES Zarzis,H. Ghanmi,GK,0.0,0.0,0.0,0,0
2026-07-02,ES Zarzis,M. Chouchane,MF,0.0,0.0,0.0,0,0
2026-07-02,ES Zarzis,A. Tajouri,MF,0.0,0.0,0.0,0,0
2026-07-02,ES Zarzis,Y. S. Abubakar,MF,0.0,0.0,0.0,0,0
2026-07-02,ES Zarzis,M. M. Zidi,MF,0.0,0.0,0.0,0,0
2026-07-02,ES Zarzis,A. M. Yassine,MF,0.0,0.0,0.0,0,0
2026-07-02,ES Zarzis,M. H. Jertila,FW,0.0,0.0,0.0,0,0
2026-07-02,ES Zarzis,A. Garreb,FW,0.0,0.0,0.0,0,0
2026-07-02,ES Zarzis,D. Onyemuchara,FW,0.0,0.0,0.0,0,0
2026-07-02,Eastern Suburbs,L. Cant,FW,0.0,0.0,0.0,0,0
2026-07-02,Eastern Suburbs,J. Hudson,DF,0.0,0.0,0.0,0,0
2026-07-02,Eastern Suburbs,K. Imanzi,MF,0.0,0.0,0.0,0,0
2026-07-02,Eastern Suburbs,P. McMahon,FW,0.0,0.0,0.0,0,0
2026-07-02,Eastern Suburbs,R. L. Dettori,MF,0.0,0.0,0.0,0,0
2026-07-02,Eastern Suburbs,V. V. Brunschot,MF,0.0,0.0,0.0,0,0
2026-07-02,Eintracht Frankfurt,M. Götze,MF,0.0,0.0,0.0,0,0
2026-07-02,Eintracht Frankfurt,J. Bahoya,FW,0.0,0.0,0.0,0,0
2026-07-02,Eintracht Frankfurt,A. Knauff,FW,0.0,0.0,0.0,0,0
2026-07-02,Eintracht Frankfurt,A. Amaimouni Echghouyab,FW,0.0,0.0,0.0,0,0
2026-07-02,Eintracht Frankfurt,J. Burkardt,FW,0.0,0.0,0.0,0,0
2026-07-02,Eintracht Frankfurt,Kauã,GK,0.0,0.0,0.0,0,0
2026-07-02,Eintracht Frankfurt,H. Larsson,MF,0.0,0.0,0.0,0,0
2026-07-02,Eintracht Frankfurt,O. Højlund,MF,0.0,0.0,0.0,0,0
2026-07-02,Eintracht Frankfurt,T. Chandler,MF,0.0,0.0,0.0,0,0
2026-07-02,El Paso Locomotive FC,Á. Romero,GK,0.0,0.0,0.0,0,0
2026-07-02,El Paso Locomotive FC,K. Twumasi,DF,0.0,0.0,0.0,0,0
2026-07-02,El Paso Locomotive FC,T. Alfaro,DF,0.0,0.0,0.0,0,0
2026-07-02,El Paso Locomotive FC,D. Gomez,MF,0.0,0.0,0.0,0,0
2026-07-02,El Paso Locomotive FC,D. Abitia,FW,0.0,0.0,0.0,0,0
2026-07-02,El Paso Locomotive FC,O. Mora,FW,0.0,0.0,0.0,0,0
2026-07-02,El Paso Locomotive FC,J. Villagomez,DF,0.0,0.0,0.0,0,0
2026-07-02,El Paso Locomotive FC,A. Ortiz,DF,0.0,0.0,0.0,0,0
2026-07-02,El Paso Locomotive FC,K. Hoban,DF,0.0,0.0,0.0,0,0
2026-07-02,El Paso Locomotive FC,N. Dollenmayer,DF,0.0,0.0,0.0,0,0
2026-07-02,El Paso Locomotive FC,C. F. Sainté,MF,0.0,0.0,0.0,0,0
2026-07-02,El Paso Locomotive FC,S. Mora-Mora,GK,0.0,0.0,0.0,0,0
2026-07-02,El Paso Locomotive FC,N. Cardona,DF,0.0,0.0,0.0,0,0
2026-07-02,Elche,V. Chust,DF,0.0,0.0,0.0,0,0
2026-07-02,Elche,M. Neto,MF,0.0,0.0,0.0,0,0
2026-07-02,Elche,H. Fort,DF,0.0,0.0,0.0,0,0
2026-07-02,Elche,Josan,MF,0.0,0.0,0.0,0,0
2026-07-02,Elche,L. Cepeda,FW,0.0,0.0,0.0,0,0
2026-07-02,Elche,I. Peña,GK,0.0,0.0,0.0,0,0
2026-07-02,Elche,A. Iturbe,GK,0.0,0.0,0.0,0,0
2026-07-02,Elche,B. Sangaré,DF,0.0,0.0,0.0,0,0
2026-07-02,Elche,L. Pétrot,DF,0.0,0.0,0.0,0,0
2026-07-02,Elche,G. Diangana,FW,0.0,0.0,0.0,0,0
2026-07-02,Elche,J. Donald,DF,0.0,0.0,0.0,0,0
2026-07-02,Elche,A. Pedrosa,DF,0.0,0.0,0.0,0,0
2026-07-02,Elche,F. Redondo,MF,0.0,0.0,0.0,0,0
2026-07-02,Elche,J. Piera,FW,0.0,0.0,0.0,0,0
2026-07-02,Enugu Rangers International,G. Abine,GK,0.0,0.0,0.0,0,0
2026-07-02,Enugu Rangers International,D. Itodo ,DF,0.0,0.0,0.0,0,0
2026-07-02,Enugu Rangers International,O. Ifeanyi,DF,0.0,0.0,0.0,0,0
2026-07-02,Enugu Rangers International,A. Opara,DF,0.0,0.0,0.0,0,0
2026-07-02,Enugu Rangers International,K. A. Agu,MF,0.0,0.0,0.0,0,0
2026-07-02,Enugu Rangers International,A. Ifeanyichukwu,MF,0.0,0.0,0.0,0,0
2026-07-02,Enugu Rangers International,I. Pius,FW,0.0,0.0,0.0,0,0
2026-07-02,Enugu Rangers International,I. Yusuf,FW,0.0,0.0,0.0,0,0
2026-07-02,Enugu Rangers International,P. Ezechukwuma,MF,0.0,0.0,0.0,0,0
2026-07-02,Enyimba,O. Samuel,MF,0.0,0.0,0.0,0,0
2026-07-02,Enyimba,O. Odinaka,DF,0.0,0.0,0.0,0,0
2026-07-02,Enyimba,A. I. Kani,FW,0.0,0.0,0.0,0,0
2026-07-02,Enyimba,H. Ndedi,MF,0.0,0.0,0.0,0,0
2026-07-02,Enyimba,O. Nwaoris,MF,0.0,0.0,0.0,0,0
2026-07-02,Enyimba,M. Ukadike,GK,0.0,0.0,0.0,0,0
2026-07-02,Enyimba,I. Mohammed,MF,0.0,0.0,0.0,0,0
2026-07-02,Enyimba,E. Awazie,FW,0.0,0.0,0.0,0,0
2026-07-02,Enyimba,A. Joseph,MF,0.0,0.0,0.0,0,0
2026-07-02,Espanyol,C. Pickel,MF,0.0,0.0,0.0,0,0
2026-07-02,Espanyol,A. Roca,FW,0.0,0.0,0.0,0,0
2026-07-02,Espanyol,P. Milla,MF,0.0,0.0,0.0,0,0
2026-07-02,Espanyol,J. Carreras,FW,0.0,0.0,0.0,0,0
2026-07-02,Espanyol,K. García,FW,0.0,0.0,0.0,0,0
2026-07-02,Espanyol,A. Fortuno,GK,0.0,0.0,0.0,0,0
2026-07-02,Espanyol,J. Salinas,DF,0.0,0.0,0.0,0,0
2026-07-02,Espanyol,C. Riedel,DF,0.0,0.0,0.0,0,0
2026-07-02,Espanyol,M. Rubio,DF,0.0,0.0,0.0,0,0
2026-07-02,Espanyol,F. Gomez,MF,0.0,0.0,0.0,0,0
2026-07-02,Espanyol,L. Castell,FW,0.0,0.0,0.0,0,0
2026-07-02,Espanyol,A. Almansa,FW,0.0,0.0,0.0,0,0
2026-07-02,Espanyol,P. Lozano,MF,0.0,0.0,0.0,0,0
2026-07-02,Espérance Tunis,M. S. Debchi,GK,0.0,0.0,0.0,0,0
2026-07-02,Espérance Tunis,E. Bouzaiene,DF,0.0,0.0,0.0,0,0
2026-07-02,Espérance Tunis,N. Laifi,DF,0.0,0.0,0.0,0,0
2026-07-02,Espérance Tunis,Y. Meriah,DF,0.0,0.0,0.0,0,0
2026-07-02,Espérance Tunis,A. Diakite,FW,0.0,0.0,0.0,0,0
2026-07-02,Espérance Tunis,J. Diarra,FW,0.0,0.0,0.0,0,0
2026-07-02,Espérance Tunis,A. Jebri,FW,0.0,0.0,0.0,0,0
2026-07-02,Espérance Tunis,H. Dhaou,FW,0.0,0.0,0.0,0,0
2026-07-02,Estoril Praia,A. Lacximicant,FW,0.0,0.0,0.0,0,0
2026-07-02,Estoril Praia,G. Costa,DF,0.0,0.0,0.0,0,0
2026-07-02,Estoril Praia,A. Marqués,FW,0.0,0.0,0.0,0,0
2026-07-02,Estoril Praia,Peixinho,FW,0.0,0.0,0.0,0,0
2026-07-02,Estoril Praia,P. Carvalho,DF,0.0,0.0,0.0,0,0
2026-07-02,Estoril Praia,J. Robles,GK,0.0,0.0,0.0,0,0
2026-07-02,Estoril Praia,L. Gomes,MF,0.0,0.0,0.0,0,0
2026-07-02,Estoril Praia,Pizzi,MF,0.0,0.0,0.0,0,0
2026-07-02,Estoril Praia,N. Lominadze,MF,0.0,0.0,0.0,0,0
2026-07-02,Estudiantes de La Plata,F. Farías,MF,0.0,0.0,0.0,0,0
2026-07-02,Estudiantes de La Plata,E. Cetré,FW,0.0,0.0,0.0,0,0
2026-07-02,Estudiantes de La Plata,E. Mancuso,DF,0.0,0.0,0.0,0,0
2026-07-02,Estudiantes de La Plata,S. Núñez,DF,0.0,0.0,0.0,0,0
2026-07-02,Estudiantes de La Plata,L. Alario,FW,0.0,0.0,0.0,0,0
2026-07-02,Estudiantes de La Plata,F. Iacovich,GK,0.0,0.0,0.0,0,0
2026-07-02,Estudiantes de La Plata,J. Pereyra,DF,0.0,0.0,0.0,0,0
2026-07-02,Estudiantes de La Plata,R. Funes Mori,DF,0.0,0.0,0.0,0,0
2026-07-02,Estudiantes de La Plata,J. Sosa,MF,0.0,0.0,0.0,0,0
2026-07-02,Estudiantes de La Plata,L. Cornejo,MF,0.0,0.0,0.0,0,0
2026-07-02,Estudiantes de La Plata,F. Dominguez,FW,0.0,0.0,0.0,0,0
2026-07-02,Etoile Sportive Du Sahel,K. Youssef,GK,0.0,0.0,0.0,0,0
2026-07-02,Etoile Sportive Du Sahel,R. Ouni,DF,0.0,0.0,0.0,0,0
2026-07-02,Etoile Sportive Du Sahel,A. Horchani,DF,0.0,0.0,0.0,0,0
2026-07-02,Etoile Sportive Du Sahel,M. Bouslama,MF,0.0,0.0,0.0,0,0
2026-07-02,Etoile Sportive Du Sahel,M. A. Jebali,MF,0.0,0.0,0.0,0,0
2026-07-02,Etoile Sportive Du Sahel,Cristo,MF,0.0,0.0,0.0,0,0
2026-07-02,Etoile Sportive Du Sahel,M. Senghor,FW,0.0,0.0,0.0,0,0
2026-07-02,Etoile Sportive Du Sahel,N. Smichi,FW,0.0,0.0,0.0,0,0
2026-07-02,Etoile Sportive Du Sahel,H. Dagdoug,DF,0.0,0.0,0.0,0,0
2026-07-02,Etoile Sportive Du Sahel,M. R. Landoulsi,GK,0.0,0.0,0.0,0,0
2026-07-02,Etoile Sportive Du Sahel,N. Ferjani,DF,0.0,0.0,0.0,0,0
2026-07-02,Etoile Sportive Du Sahel,S. Khadhraoui,DF,0.0,0.0,0.0,0,0
2026-07-02,Etoile Sportive Du Sahel,A. Ouertani,MF,0.0,0.0,0.0,0,0
2026-07-02,Everton,T. Barry,FW,0.0,0.0,0.0,0,0
2026-07-02,Everton,N. Patterson,DF,0.0,0.0,0.0,0,0
2026-07-02,Everton,H. Armstrong,MF,0.0,0.0,0.0,0,0
2026-07-02,Everton,C. Alcaraz,MF,0.0,0.0,0.0,0,0
2026-07-02,Everton,M. Travers,GK,0.0,0.0,0.0,0,0
2026-07-02,Everton,S. Coleman,DF,0.0,0.0,0.0,0,0
2026-07-02,Everton,D. McNeil,FW,0.0,0.0,0.0,0,0
2026-07-02,Everton,T. Dibling,MF,0.0,0.0,0.0,0,0
2026-07-02,Everton,T. George,FW,0.0,0.0,0.0,0,0
2026-07-02,Eyüpspor,B. A. Gezek,MF,0.0,0.0,0.0,0,0
2026-07-02,Eyüpspor,L. Pintor,FW,0.0,0.0,0.0,0,0
2026-07-02,Eyüpspor,J. Onguene,DF,0.0,0.0,0.0,0,0
2026-07-02,Eyüpspor,T. Ülvan,DF,0.0,0.0,0.0,0,0
2026-07-02,Eyüpspor,M. Felipe,GK,0.0,0.0,0.0,0,0
2026-07-02,Eyüpspor,S. A. Yaşar,DF,0.0,0.0,0.0,0,0
2026-07-02,Eyüpspor,B. Satli,DF,0.0,0.0,0.0,0,0
2026-07-02,Eyüpspor,I. Manga,MF,0.0,0.0,0.0,0,0
2026-07-02,Eyüpspor,E. Akbaba,MF,0.0,0.0,0.0,0,0
2026-07-02,Eyüpspor,A. Sy,FW,0.0,0.0,0.0,0,0
2026-07-02,Eyüpspor,C. R. Yao,MF,0.0,0.0,0.0,0,0
2026-07-02,FC Andorra,A. Martín,MF,0.0,0.0,0.0,0,0
2026-07-02,FC Andorra,M. Kim,FW,0.0,0.0,0.0,0,0
2026-07-02,FC Andorra,Y. Cabanzón,FW,0.0,0.0,0.0,0,0
2026-07-02,FC Andorra,G. Alonso,DF,0.0,0.0,0.0,0,0
2026-07-02,FC Andorra,S. Molina,MF,0.0,0.0,0.0,0,0
2026-07-02,FC Andorra,M. Cardona,FW,0.0,0.0,0.0,0,0
2026-07-02,FC Andorra,Á. Yaakobishvili,GK,0.0,0.0,0.0,0,0
2026-07-02,FC Andorra,K. Ratti,GK,0.0,0.0,0.0,0,0
2026-07-02,FC Andorra,T. Carrique,DF,0.0,0.0,0.0,0,0
2026-07-02,FC Andorra,I. G. d. Albéniz,DF,0.0,0.0,0.0,0,0
2026-07-02,FC Andorra,Á. Calvo,FW,0.0,0.0,0.0,0,0
2026-07-02,FC Anyang,B. Herculano,FW,0.0,0.0,0.0,0,0
2026-07-02,FC Anyang,K. Kang,FW,0.0,0.0,0.0,0,0
2026-07-02,FC Anyang,G. Choe,MF,0.0,0.0,0.0,0,0
2026-07-02,FC Anyang,J. Park,FW,0.0,0.0,0.0,0,0
2026-07-02,FC Anyang,D. S. Kim,GK,0.0,0.0,0.0,0,0
2026-07-02,FC Anyang,J. H. Kang,DF,0.0,0.0,0.0,0,0
2026-07-02,FC Anyang,Y. C. Kim,DF,0.0,0.0,0.0,0,0
2026-07-02,FC Anyang,M. Seong-Woo,MF,0.0,0.0,0.0,0,0
2026-07-02,FC Anyang,H. Jae-seok,DF,0.0,0.0,0.0,0,0
2026-07-02,FC Anyang,K. Ji-Hoon,DF,0.0,0.0,0.0,0,0
2026-07-02,FC Anyang,K. Han,MF,0.0,0.0,0.0,0,0
2026-07-02,FC Anyang,O. Hyeong-Jun,FW,0.0,0.0,0.0,0,0
2026-07-02,FC Augsburg,R. Fellhauer,DF,0.0,0.0,0.0,0,0
2026-07-02,FC Augsburg,H. Massengo,MF,0.0,0.0,0.0,0,0
