season,week,home_team,away_team,total_line,over_odds,under_odds,n_books
2025,2.0,Florida State,East Texas A&M,57.5,,,2.0
2025,2.0,Fordham,Monmouth,65.5,,,1.0
2025,2.0,Furman,Presbyterian,44.5,,,1.0
2025,2.0,Georgetown,Wagner,48.5,,,1.0
2025,2.0,Georgia,Austin Peay,56.0,,,2.0
2025,2.0,Georgia State,Memphis,57.5,,,2.0
2025,2.0,Georgia Tech,Gardner-Webb,59.5,,,2.0
2025,2.0,Hawai'i,Sam Houston,48.0,,,2.0
2025,2.0,Idaho,St. Thomas (MN),47.5,,,1.0
2025,2.0,Illinois State,Morehead State,52.5,,,1.0
2025,2.0,Indiana,Kennesaw State,51.5,,,2.0
2025,2.0,Indiana State,Eastern Illinois,50.5,,,1.0
2025,2.0,Iowa State,Iowa,43.25,,,2.0
2025,2.0,Jacksonville State,Liberty,50.5,,,2.0
2025,2.0,Kansas State,Army,48.5,,,2.0
2025,2.0,Kentucky,Ole Miss,51.5,,,2.0
2025,2.0,LSU,Louisiana Tech,49.5,,,2.0
2025,2.0,Lamar,South Dakota,51.5,,,1.0
2025,2.0,Lehigh,Sacred Heart,42.5,,,1.0
2025,2.0,Louisiana,McNeese,49.75,,,2.0
2025,2.0,Louisville,James Madison,56.75,,,2.0
2025,2.0,Marist,Bucknell,56.5,,,1.0
2025,2.0,Marshall,Missouri State,53.5,,,2.0
2025,2.0,Maryland,Northern Illinois,44.5,,,2.0
2025,2.0,Massachusetts,Bryant,52.25,,,2.0
2025,2.0,Mercyhurst,New Haven,52.5,,,1.0
2025,2.0,Miami,Bethune-Cookman,64.5,,,1.0
2025,2.0,Michigan State,Boston College,45.5,,,2.0
2025,2.0,Minnesota,Northwestern State,51.0,,,2.0
2025,2.0,Mississippi State,Arizona State,58.5,,,2.0
2025,2.0,Missouri,Kansas,50.25,,,2.0
2025,2.0,Montana State,South Dakota State,50.5,,,1.0
2025,2.0,Morgan State,Towson,48.5,,,1.0
2025,2.0,Murray State,SE Louisiana,51.5,,,1.0
2025,2.0,NC State,Virginia,52.75,,,2.0
2025,2.0,Navy,UAB,58.75,,,2.0
2025,2.0,Nebraska,Akron,47.5,,,2.0
2025,2.0,Nevada,Sacramento State,55.75,,,2.0
2025,2.0,New Hampshire,Holy Cross,46.5,,,1.0
2025,2.0,New Mexico,Idaho State,60.25,,,2.0
2025,2.0,New Mexico State,Tulsa,53.0,,,2.0
2025,2.0,Nicholls,West Georgia,44.5,,,1.0
2025,2.0,North Dakota,Portland State,58.5,,,1.0
2025,2.0,Northern Arizona,Utah Tech,55.5,,,1.0
2025,2.0,Northwestern,Western Illinois,49.0,,,2.0
2025,2.0,Ohio,West Virginia,58.5,,,2.0
2025,2.0,Ohio State,Grambling,63.5,,,2.0
2025,2.0,Oklahoma,Michigan,44.5,,,3.0
2025,2.0,Old Dominion,North Carolina Central,49.5,,,2.0
2025,2.0,Oregon,Oklahoma State,55.5,,,2.0
2025,2.0,Oregon State,Fresno State,45.0,,,2.0
2025,2.0,Penn State,Florida International,53.5,,,2.0
2025,2.0,Pittsburgh,Central Michigan,48.5,,,2.0
2025,2.0,Purdue,Southern Illinois,52.25,,,2.0
2025,2.0,Rice,Houston,38.5,,,2.0
2025,2.0,Rutgers,Miami (OH),45.5,,,2.0
2025,2.0,SMU,Baylor,65.5,,,2.0
2025,2.0,Samford,The Citadel,45.5,,,1.0
2025,2.0,San Diego,Southern Utah,53.5,,,1.0
2025,2.0,South Alabama,Tulane,51.5,,,2.0
2025,2.0,South Carolina,South Carolina State,54.25,,,2.0
2025,2.0,Southeast Missouri State,North Alabama,55.5,,,1.0
2025,2.0,Southern,Alabama State,56.5,,,1.0
2025,2.0,Southern Miss,Jackson State,52.75,,,2.0
2025,2.0,Stonehill,Lafayette,45.5,,,1.0
2025,2.0,Stony Brook,Rhode Island,47.5,,,1.0
2025,2.0,Syracuse,UConn,57.5,,,2.0
2025,2.0,Tarleton State,Mississippi Valley State,57.5,,,1.0
2025,2.0,Temple,Howard,46.25,,,2.0
2025,2.0,Tennessee,East Tennessee State,58.5,,,2.0
2025,2.0,Tennessee State,North Dakota State,49.5,,,1.0
2025,2.0,Tennessee Tech,Chattanooga,48.5,,,1.0
2025,2.0,Texas,San José State,52.5,,,2.0
2025,2.0,Texas A&M,Utah State,57.5,,,2.0
2025,2.0,Texas Tech,Kent State,59.75,,,2.0
2025,2.0,Toledo,Western Kentucky,57.0,,,2.0
2025,2.0,UCF,North Carolina A&T,51.25,,,2.0
2025,2.0,UNLV,UCLA,54.5,,,2.0
2025,2.0,USC,Georgia Southern,62.0,,,2.0
2025,2.0,UTEP,UT Martin,49.5,,,2.0
2025,2.0,UTSA,Texas State,64.5,,,2.0
2025,2.0,Utah,Cal Poly,53.0,,,2.0
2025,2.0,Villanova,Colgate,50.5,,,1.0
2025,2.0,Virginia Tech,Vanderbilt,45.5,,,2.0
2025,2.0,Wake Forest,Western Carolina,60.0,,,2.0
2025,2.0,Washington,UC Davis,54.25,,,2.0
2025,2.0,Washington State,San Diego State,46.5,,,2.0
2025,2.0,Western Michigan,North Texas,56.25,,,2.0
2025,2.0,William & Mary,Maine,48.5,,,1.0
2025,2.0,Wisconsin,Middle Tennessee,45.0,,,2.0
2025,2.0,Wofford,Richmond,40.5,,,1.0
2025,2.0,Wyoming,Northern Iowa,46.5,,,2.0
2025,2.0,Youngstown State,Robert Morris,50.5,,,1.0
2025,3.0,Alabama,Wisconsin,45.5,,,3.0
2025,3.0,Arizona,Kansas State,55.5,,,3.0
2025,3.0,Arizona State,Texas State,61.5,,,3.0
2025,3.0,Arkansas State,Iowa State,55.5,,,3.0
2025,3.0,Auburn,South Alabama,56.0,,,3.0
2025,3.0,Austin Peay,Morehead State,49.5,,,1.0
2025,3.0,Ball State,New Hampshire,46.5,,,3.0
2025,3.0,Baylor,Samford,64.5,,,3.0
2025,3.0,Bowling Green,Liberty,51.5,,,3.0
2025,3.0,Bucknell,VMI,53.5,,,1.0
2025,3.0,California,Minnesota,40.5,,,3.0
2025,3.0,Campbell,Furman,53.5,,,1.0
2025,3.0,Central Arkansas,Tarleton State,56.5,,,1.0
2025,3.0,Central Connecticut,St. Francis (PA),44.5,,,1.0
2025,3.0,Charleston Southern,Lindenwood,47.5,,,1.0
2025,3.0,Charlotte,Monmouth,66.0,,,3.0
2025,3.0,Chattanooga,Stetson,54.5,,,1.0
2025,3.0,Cincinnati,Northwestern State,55.5,,,3.0
2025,3.0,Coastal Carolina,East Carolina,57.5,,,3.0
2025,3.0,Delaware,UConn,52.5,,,3.0
2025,3.0,Duquesne,Lehigh,44.5,,,1.0
2025,3.0,Eastern Illinois,Illinois State,50.5,,,1.0
2025,3.0,Florida International,Florida Atlantic,56.5,,,3.0
2025,3.0,Fresno State,Southern,51.0,,,3.0
2025,3.0,Gardner-Webb,The Citadel,54.5,,,1.0
2025,3.0,Georgetown,Lafayette,53.5,,,1.0
2025,3.0,Georgia Southern,Jacksonville State,58.5,,,3.0
2025,3.0,Georgia State,Murray State,63.5,,,3.0
2025,3.0,Georgia Tech,Clemson,51.0,,,3.0
2025,3.0,Hawai'i,Portland State,54.5,,,3.0
2025,3.0,Holy Cross,Rhode Island,46.5,,,1.0
2025,3.0,Houston,Colorado,45.5,,,3.0
2025,3.0,Idaho,Utah Tech,52.5,,,1.0
2025,3.0,Illinois,Western Michigan,50.5,,,3.0
2025,3.0,Indiana,Indiana State,60.5,,,3.0
2025,3.0,Iowa,Massachusetts,44.5,,,3.0
2025,3.0,Kennesaw State,Merrimack,44.5,,,3.0
2025,3.0,Kent State,Buffalo,48.5,,,3.0
2025,3.0,Kentucky,Eastern Michigan,49.5,,,3.0
2025,3.0,LSU,Florida,47.5,,,3.0
2025,3.0,Long Island University,Sacred Heart,42.5,,,1.0
2025,3.0,Louisiana Tech,New Mexico State,42.5,,,3.0
2025,3.0,Maine,Stonehill,51.5,,,1.0
2025,3.0,Marshall,Eastern Kentucky,49.5,,,3.0
2025,3.0,Maryland,Towson,53.5,,,3.0
2025,3.0,McNeese,Weber State,52.5,,,1.0
2025,3.0,Mercer,Wofford,42.5,,,1.0
2025,3.0,Miami,South Florida,56.5,,,3.0
2025,3.0,Michigan,Central Michigan,42.5,,,3.0
2025,3.0,Michigan State,Youngstown State,55.5,,,3.0
2025,3.0,Mississippi State,Alcorn State,55.5,,,3.0
2025,3.0,Missouri,Louisiana,47.5,,,3.0
2025,3.0,Missouri State,SMU,60.5,,,3.0
2025,3.0,Montana,North Dakota,54.5,,,1.0
2025,3.0,Montana State,San Diego,52.5,,,1.0
2025,3.0,Nebraska,Houston Christian,58.5,,,3.0
2025,3.0,Nevada,Middle Tennessee,49.5,,,3.0
2025,3.0,North Carolina,Richmond,47.5,,,3.0
2025,3.0,North Carolina A&T,Hampton,48.5,,,1.0
2025,3.0,North Dakota State,Southeast Missouri State,54.5,,,1.0
2025,3.0,North Texas,Washington State,57.5,,,3.0
2025,3.0,Northern Iowa,Eastern Washington,54.5,,,1.0
2025,3.0,Northwestern,Oregon,50.5,,,3.0
2025,3.0,Notre Dame,Texas A&M,49.5,,,3.0
2025,3.0,Ohio State,Ohio,49.5,,,3.0
2025,3.0,Ole Miss,Arkansas,60.5,,,3.0
2025,3.0,Penn State,Villanova,56.5,,,3.0
2025,3.0,Purdue,USC,59.5,,,3.0
2025,3.0,Rice,Prairie View A&M,48.5,,,3.0
2025,3.0,Rutgers,Norfolk State,56.0,,,3.0
2025,3.0,SE Louisiana,Mississippi Valley State,51.5,,,1.0
2025,3.0,Sacramento State,Mercyhurst,57.5,,,1.0
2025,3.0,South Carolina,Vanderbilt,48.5,,,3.0
2025,3.0,South Carolina State,Bethune-Cookman,47.5,,,1.0
2025,3.0,South Dakota,Northern Colorado,50.5,,,1.0
2025,3.0,South Dakota State,Drake,47.5,,,1.0
2025,3.0,Southern Miss,App State,56.5,,,3.0
2025,3.0,Southern Utah,Northern Arizona,55.5,,,1.0
2025,3.0,Stanford,Boston College,44.5,,,3.0
2025,3.0,Stony Brook,Fordham,54.5,,,1.0
2025,3.0,Syracuse,Colgate,64.5,,,3.0
2025,3.0,TCU,Abilene Christian,60.5,,,3.0
2025,3.0,Temple,Oklahoma,51.0,,,3.0
2025,3.0,Tennessee,Georgia,50.5,,,3.0
2025,3.0,Tennessee State,Alabama A&M,55.5,,,1.0
2025,3.0,Tennessee Tech,Davidson,65.5,,,1.0
2025,3.0,Texas,UTEP,52.5,,,3.0
2025,3.0,Texas Southern,Lamar,45.5,,,1.0
2025,3.0,Texas Tech,Oregon State,61.5,,,3.0
2025,3.0,Toledo,Morgan State,54.5,,,3.0
2025,3.0,Troy,Memphis,51.5,,,3.0
2025,3.0,Tulane,Duke,52.5,,,3.0
2025,3.0,Tulsa,Navy,52.5,,,3.0
2025,3.0,UAB,Akron,59.0,,,3.0
2025,3.0,UAlbany,New Haven,45.5,,,1.0
2025,3.0,UCLA,New Mexico,52.5,,,3.0
2025,3.0,UT Martin,Southern Illinois,52.5,,,1.0
2025,3.0,UTSA,Incarnate Word,62.5,,,3.0
2025,3.0,Utah State,Air Force,51.5,,,3.0
2025,3.0,Virginia,William & Mary,53.5,,,3.0
2025,3.0,Virginia Tech,Old Dominion,50.5,,,3.0
2025,3.0,Wagner,Marist,50.5,,,1.0
2025,3.0,Wake Forest,NC State,52.5,,,3.0
2025,3.0,West Georgia,East Tennessee State,52.5,,,1.0
2025,3.0,West Virginia,Pittsburgh,55.0,,,3.0
2025,3.0,Western Carolina,Elon,59.5,,,1.0
2025,3.0,Western Illinois,Valparaiso,49.5,,,1.0
2025,3.0,Wyoming,Utah,47.5,,,3.0
2025,4.0,Abilene Christian,Austin Peay,54.5,,,1.0
2025,4.0,Air Force,Boise State,51.5,,,3.0
2025,4.0,Akron,Duquesne,51.5,,,3.0
2025,4.0,Army,North Texas,50.5,,,3.0
2025,4.0,Baylor,Arizona State,60.5,,,3.0
2025,4.0,Brown,Georgetown,57.5,,,1.0
2025,4.0,Bucknell,Lehigh,54.5,,,1.0
2025,4.0,Buffalo,Troy,43.5,,,3.0
2025,4.0,Campbell,Bryant,51.5,,,1.0
2025,4.0,Central Michigan,Wagner,46.5,,,3.0
2025,4.0,Charlotte,Rice,42.0,,,3.0
2025,4.0,Clemson,Syracuse,53.5,,,3.0
2025,4.0,Colgate,Fordham,59.5,,,1.0
2025,4.0,Colorado,Wyoming,45.5,,,3.0
2025,4.0,Colorado State,UTSA,58.5,,,3.0
2025,4.0,Dartmouth,New Hampshire,45.5,,,1.0
2025,4.0,Duke,NC State,57.5,,,3.0
2025,4.0,East Carolina,BYU,49.5,,,3.0
2025,4.0,East Tennessee State,Elon,56.5,,,1.0
2025,4.0,Eastern Michigan,Louisiana,51.5,,,3.0
2025,4.0,Eastern Washington,Western Illinois,58.5,,,1.0
2025,4.0,Florida International,Delaware,54.5,,,3.0
2025,4.0,Florida State,Kent State,56.5,,,3.0
2025,4.0,Georgia Southern,Maine,57.5,,,3.0
2025,4.0,Georgia Tech,Temple,52.5,,,3.0
2025,4.0,Grambling,East Texas A&M,54.5,,,1.0
2025,4.0,Hawai'i,Fresno State,47.5,,,3.0
2025,4.0,Houston Christian,Northern Colorado,47.5,,,1.0
2025,4.0,Howard,Hampton,46.5,,,1.0
2025,4.0,Illinois State,North Alabama,58.5,,,1.0
2025,4.0,Indiana,Illinois,51.0,,,3.0
2025,4.0,Jacksonville State,Murray State,60.5,,,3.0
2025,4.0,Kansas,West Virginia,54.5,,,3.0
2025,4.0,Kennesaw State,Arkansas State,58.0,,,3.0
2025,4.0,LSU,SE Louisiana,60.25,,,2.0
2025,4.0,Lafayette,Columbia,54.5,,,1.0
2025,4.0,Liberty,James Madison,46.5,,,3.0
2025,4.0,Lindenwood,Stony Brook,58.5,,,1.0
2025,4.0,Louisiana Tech,Southern Miss,51.5,,,3.0
2025,4.0,Louisville,Bowling Green,50.5,,,3.0
2025,4.0,Memphis,Arkansas,59.5,,,3.0
2025,4.0,Merrimack,Central Connecticut,42.5,,,1.0
2025,4.0,Miami,Florida,51.5,,,3.0
2025,4.0,Miami (OH),UNLV,49.5,,,3.0
2025,4.0,Middle Tennessee,Marshall,46.5,,,3.0
2025,4.0,Mississippi State,Northern Illinois,48.5,,,3.0
2025,4.0,Missouri,South Carolina,48.5,,,3.0
2025,4.0,Missouri State,UT Martin,55.5,,,3.0
2025,4.0,Monmouth,Villanova,65.5,,,1.0
2025,4.0,Montana,Indiana State,56.5,,,1.0
2025,4.0,Montana State,Mercyhurst,60.5,,,1.0
2025,4.0,Nebraska,Michigan,47.5,,,3.0
2025,4.0,Norfolk State,Sacred Heart,47.5,,,1.0
2025,4.0,North Carolina A&T,North Carolina Central,48.5,,,1.0
2025,4.0,North Dakota,Valparaiso,59.5,,,1.0
2025,4.0,Northern Arizona,Incarnate Word,54.5,,,1.0
2025,4.0,Notre Dame,Purdue,51.5,,,3.0
2025,4.0,Ohio,Gardner-Webb,55.0,,,3.0
2025,4.0,Oklahoma,Auburn,47.5,,,3.0
2025,4.0,Oklahoma State,Tulsa,54.5,,,3.0
2025,4.0,Ole Miss,Tulane,61.5,,,3.0
2025,4.0,Oregon,Oregon State,58.5,,,3.0
2025,4.0,Prairie View A&M,Northwestern State,46.5,,,1.0
2025,4.0,Princeton,San Diego,48.5,,,1.0
2025,4.0,Rhode Island,Long Island University,45.5,,,1.0
2025,4.0,Richmond,VMI,42.5,,,1.0
2025,4.0,Robert Morris,Dayton,41.5,,,1.0
2025,4.0,Rutgers,Iowa,46.5,,,3.0
2025,4.0,Sacramento State,Central Arkansas,59.5,,,1.0
2025,4.0,San Diego State,California,47.0,,,3.0
2025,4.0,San José State,Idaho,51.5,,,3.0
2025,4.0,South Alabama,Coastal Carolina,51.5,,,3.0
2025,4.0,South Dakota,Drake,46.5,,,1.0
2025,4.0,South Florida,South Carolina State,58.5,,,3.0
2025,4.0,Southeast Missouri State,Southern Illinois,54.5,,,1.0
2025,4.0,St. Francis (PA),Delaware State,47.5,,,1.0
2025,4.0,Stephen F. Austin,Cal Poly,54.5,,,1.0
2025,4.0,Stetson,Harvard,56.5,,,1.0
2025,4.0,Stonehill,Pennsylvania,49.5,,,1.0
2025,4.0,TCU,SMU,63.5,,,3.0
2025,4.0,Tarleton State,Chattanooga,55.5,,,1.0
2025,4.0,Tennessee,UAB,68.5,,,3.0
2025,4.0,Texas,Sam Houston,51.5,,,3.0
2025,4.0,Texas State,Nicholls,57.0,,,3.0
2025,4.0,The Citadel,Mercer,42.5,,,1.0
2025,4.0,Towson,Youngstown State,54.5,,,1.0
2025,4.0,UAlbany,Cornell,50.5,,,1.0
2025,4.0,UC Davis,Southern Utah,61.5,,,1.0
2025,4.0,UCF,North Carolina,46.5,,,3.0
2025,4.0,UConn,Ball State,53.5,,,3.0
2025,4.0,USC,Michigan State,55.5,,,3.0
2025,4.0,UTEP,UL Monroe,47.0,,,3.0
2025,4.0,Utah,Texas Tech,58.5,,,3.0
2025,4.0,Utah State,McNeese,63.0,,,3.0
2025,4.0,Utah Tech,Northern Iowa,49.5,,,1.0
2025,4.0,Vanderbilt,Georgia State,53.5,,,3.0
2025,4.0,Virginia,Stanford,48.5,,,3.0
2025,4.0,Virginia Tech,Wofford,51.5,,,3.0
2025,4.0,Washington State,Washington,52.0,,,3.0
2025,4.0,Weber State,Butler,53.5,,,1.0
2025,4.0,West Georgia,Eastern Kentucky,49.5,,,1.0
2025,4.0,Western Carolina,Samford,58.5,,,1.0
2025,4.0,Western Kentucky,Nevada,54.5,,,3.0
2025,4.0,Western Michigan,Toledo,48.5,,,3.0
2025,4.0,William & Mary,Charleston Southern,45.5,,,1.0
2025,4.0,Wisconsin,Maryland,44.5,,,3.0
2025,4.0,Yale,Holy Cross,44.5,,,1.0
2025,5.0,Air Force,Hawai'i,52.5,,,3.0
2025,5.0,Alcorn State,Arkansas-Pine Bluff,50.5,,,1.0
2025,5.0,Arizona State,TCU,54.5,,,3.0
2025,5.0,Arkansas,Notre Dame,63.5,,,3.0
2025,5.0,Austin Peay,Utah Tech,46.5,,,1.0
2025,5.0,Bethune-Cookman,Alabama A&M,58.5,,,1.0
2025,5.0,Boise State,App State,59.5,,,3.0
2025,5.0,Boston College,California,54.5,,,3.0
2025,5.0,Bryant,Towson,54.5,,,1.0
2025,5.0,Bucknell,St. Francis (PA),49.5,,,1.0
2025,5.0,Buffalo,UConn,51.5,,,3.0
2025,5.0,Butler,Marist,47.5,,,1.0
2025,5.0,Campbell,Western Carolina,68.5,,,1.0
2025,5.0,Central Connecticut,Dartmouth,45.5,,,1.0
2025,5.0,Central Michigan,Eastern Michigan,55.5,,,3.0
2025,5.0,Charleston Southern,South Carolina State,51.5,,,1.0
2025,5.0,Chattanooga,The Citadel,47.5,,,1.0
2025,5.0,Colorado,BYU,48.5,,,3.0
2025,5.0,Colorado State,Washington State,48.5,,,3.0
2025,5.0,Columbia,Georgetown,50.5,,,1.0
2025,5.0,Dayton,Stetson,49.5,,,1.0
2025,5.0,Duquesne,New Haven,54.5,,,1.0
2025,5.0,East Carolina,Army,52.5,,,3.0
2025,5.0,East Tennessee State,Mercer,52.5,,,1.0
2025,5.0,East Texas A&M,North Carolina Central,56.5,,,1.0
2025,5.0,Eastern Kentucky,Nicholls,42.5,,,1.0
2025,5.0,Elon,Hampton,55.5,,,1.0
2025,5.0,Florida A&M,Alabama State,50.5,,,1.0
2025,5.0,Florida Atlantic,Memphis,62.5,,,3.0
2025,5.0,Fordham,Holy Cross,45.5,,,1.0
2025,5.0,Georgia,Alabama,53.5,,,3.0
2025,5.0,Harvard,Brown,57.5,,,1.0
2025,5.0,Illinois,USC,62.5,,,3.0
2025,5.0,Incarnate Word,Abilene Christian,56.5,,,1.0
2025,5.0,Iowa,Indiana,47.5,,,3.0
2025,5.0,Iowa State,Arizona,48.5,,,3.0
2025,5.0,James Madison,Georgia Southern,54.5,,,3.0
2025,5.0,Kansas,Cincinnati,56.0,,,3.0
2025,5.0,Kansas State,UCF,48.5,,,3.0
2025,5.0,Kennesaw State,Middle Tennessee,54.5,,,3.0
2025,5.0,Lafayette,Princeton,60.5,,,1.0
2025,5.0,Lamar,Central Arkansas,48.5,,,1.0
2025,5.0,Lehigh,Pennsylvania,47.5,,,1.0
2025,5.0,Louisiana,Marshall,48.0,,,3.0
2025,5.0,Maine,North Carolina A&T,48.5,,,1.0
2025,5.0,Miami (OH),Lindenwood,49.5,,,3.0
2025,5.0,Minnesota,Rutgers,51.5,,,3.0
2025,5.0,Mississippi State,Tennessee,63.5,,,3.0
2025,5.0,Mississippi Valley State,Texas Southern,47.5,,,1.0
2025,5.0,Missouri,Massachusetts,57.0,,,3.0
2025,5.0,Missouri State,Western Kentucky,59.5,,,3.0
2025,5.0,Montana,Idaho,55.5,,,1.0
2025,5.0,Montana State,Eastern Washington,57.5,,,1.0
2025,5.0,NC State,Virginia Tech,57.5,,,3.0
2025,5.0,Navy,Rice,45.5,,,3.0
2025,5.0,New Hampshire,UAlbany,44.5,,,1.0
2025,5.0,New Mexico,New Mexico State,53.5,,,3.0
2025,5.0,North Dakota State,South Dakota,50.5,,,1.0
2025,5.0,North Texas,South Alabama,63.5,,,3.0
2025,5.0,Northern Colorado,Idaho State,54.5,,,1.0
2025,5.0,Northern Illinois,San Diego State,42.0,,,3.0
2025,5.0,Northwestern,UCLA,46.0,,,3.0
2025,5.0,Ohio,Bowling Green,49.5,,,3.0
2025,5.0,Oklahoma State,Baylor,58.5,,,3.0
2025,5.0,Old Dominion,Liberty,53.5,,,3.0
2025,5.0,Ole Miss,LSU,58.0,,,3.0
2025,5.0,Oregon State,Houston,48.5,,,3.0
2025,5.0,Penn State,Oregon,53.0,,,3.0
2025,5.0,Pittsburgh,Louisville,53.5,,,3.0
2025,5.0,Portland State,Northern Arizona,54.5,,,1.0
2025,5.0,Prairie View A&M,Grambling,52.5,,,1.0
2025,5.0,Presbyterian,Morehead State,54.5,,,1.0
2025,5.0,Richmond,Howard,43.5,,,1.0
2025,5.0,SE Louisiana,UT Rio Grande Valley,53.5,,,1.0
2025,5.0,Sacramento State,Cal Poly,57.5,,,1.0
2025,5.0,Sacred Heart,Delaware State,54.5,,,1.0
2025,5.0,Samford,Furman,54.5,,,1.0
2025,5.0,San Diego,St. Thomas (MN),53.5,,,1.0
2025,5.0,South Carolina,Kentucky,46.5,,,3.0
2025,5.0,South Dakota State,Mercyhurst,58.5,,,1.0
2025,5.0,Southern,Jackson State,50.5,,,1.0
2025,5.0,Southern Miss,Jacksonville State,55.5,,,3.0
2025,5.0,Southern Utah,West Georgia,59.5,,,1.0
2025,5.0,Stanford,San José State,49.5,,,3.0
2025,5.0,Stephen F. Austin,McNeese,55.5,,,1.0
2025,5.0,Stonehill,Long Island University,46.5,,,1.0
2025,5.0,Stony Brook,Merrimack,47.5,,,1.0
2025,5.0,Syracuse,Duke,59.5,,,3.0
2025,5.0,Tennessee State,Tennessee Tech,56.5,,,1.0
2025,5.0,Texas A&M,Auburn,51.5,,,3.0
2025,5.0,Toledo,Akron,50.0,,,3.0
2025,5.0,Tulsa,Tulane,52.5,,,3.0
2025,5.0,UC Davis,Weber State,63.5,,,1.0
2025,5.0,UL Monroe,Arkansas State,55.5,,,3.0
2025,5.0,UT Martin,Southeast Missouri State,56.5,,,1.0
2025,5.0,UTEP,Louisiana Tech,48.0,,,3.0
2025,5.0,Vanderbilt,Utah State,57.5,,,3.0
2025,5.0,Villanova,William & Mary,50.5,,,1.0
2025,5.0,Virginia,Florida State,60.5,,,3.0
2025,5.0,Wagner,Norfolk State,47.5,,,1.0
2025,5.0,Wake Forest,Georgia Tech,53.5,,,3.0
2025,5.0,Washington,Ohio State,52.5,,,3.0
2025,5.0,West Virginia,Utah,46.5,,,3.0
2025,5.0,Western Illinois,Eastern Illinois,62.5,,,1.0
2025,5.0,Western Michigan,Rhode Island,45.5,,,3.0
2025,5.0,Yale,Cornell,48.5,,,1.0
2025,6.0,Abilene Christian,North Alabama,58.5,,,1.0
2025,6.0,Akron,Central Michigan,47.5,,,3.0
2025,6.0,Alabama,Vanderbilt,57.5,,,3.0
2025,6.0,Alabama A&M,Jackson State,55.5,,,1.0
2025,6.0,Alabama State,Bethune-Cookman,57.5,,,1.0
2025,6.0,Alcorn State,Prairie View A&M,47.5,,,1.0
2025,6.0,App State,Oregon State,53.5,,,3.0
2025,6.0,Arizona,Oklahoma State,56.5,,,3.0
2025,6.0,Arkansas State,Texas State,63.5,,,3.0
2025,6.0,BYU,West Virginia,46.5,,,3.0
2025,6.0,Ball State,Ohio,52.5,,,3.0
2025,6.0,Baylor,Kansas State,60.0,,,3.0
2025,6.0,Brown,Rhode Island,48.5,,,1.0
2025,6.0,Bryant,Maine,49.5,,,1.0
2025,6.0,Bucknell,Richmond,50.5,,,1.0
2025,6.0,Buffalo,Eastern Michigan,53.5,,,3.0
2025,6.0,California,Duke,54.5,,,3.0
2025,6.0,Central Connecticut,Sacred Heart,45.5,,,1.0
2025,6.0,Cincinnati,Iowa State,55.5,,,3.0
2025,6.0,Cornell,Colgate,54.5,,,1.0
2025,6.0,Delaware,Western Kentucky,63.0,,,3.0
2025,6.0,Drake,Valparaiso,47.5,,,1.0
2025,6.0,Duquesne,Stonehill,49.5,,,1.0
2025,6.0,Eastern Illinois,Tennessee State,50.5,,,1.0
2025,6.0,Eastern Washington,Portland State,59.5,,,1.0
2025,6.0,Florida,Texas,42.5,,,3.0
2025,6.0,Florida State,Miami,54.5,,,3.0
2025,6.0,Fresno State,Nevada,45.5,,,3.0
2025,6.0,Furman,East Tennessee State,54.5,,,1.0
2025,6.0,Gardner-Webb,Charleston Southern,51.5,,,1.0
2025,6.0,Georgetown,Morgan State,47.5,,,1.0
2025,6.0,Georgia,Kentucky,49.0,,,3.0
2025,6.0,Georgia State,James Madison,52.5,,,3.0
2025,6.0,Hampton,Norfolk State,54.5,,,1.0
2025,6.0,Holy Cross,Harvard,48.5,,,1.0
2025,6.0,Houston,Texas Tech,51.5,,,3.0
2025,6.0,Idaho State,Montana,62.5,,,1.0
2025,6.0,Lafayette,Fordham,55.5,,,1.0
2025,6.0,Lamar,Nicholls,41.5,,,1.0
2025,6.0,Lehigh,Yale,50.5,,,1.0
2025,6.0,Lindenwood,UT Martin,52.5,,,1.0
2025,6.0,Louisville,Virginia,60.0,,,3.0
2025,6.0,Marist,San Diego,51.5,,,1.0
2025,6.0,Maryland,Washington,52.5,,,3.0
2025,6.0,Massachusetts,Western Michigan,46.5,,,3.0
2025,6.0,Memphis,Tulsa,54.5,,,3.0
2025,6.0,Mercyhurst,Long Island University,50.5,,,1.0
2025,6.0,Merrimack,Robert Morris,44.5,,,1.0
2025,6.0,Michigan,Wisconsin,42.5,,,3.0
2025,6.0,Monmouth,Delaware State,76.5,,,1.0
2025,6.0,Morehead State,Dayton,46.5,,,1.0
2025,6.0,NC State,Campbell,61.5,,,3.0
2025,6.0,Navy,Air Force,51.0,,,3.0
2025,6.0,Nebraska,Michigan State,48.5,,,3.0
2025,6.0,New Hampshire,Villanova,47.5,,,1.0
2025,6.0,New Mexico State,Sam Houston,52.5,,,3.0
2025,6.0,North Carolina,Clemson,47.5,,,3.0
2025,6.0,Northern Arizona,Montana State,59.5,,,1.0
2025,6.0,Northern Illinois,Miami (OH),38.5,,,3.0
2025,6.0,Northern Iowa,North Dakota,53.5,,,1.0
2025,6.0,Northwestern,UL Monroe,43.5,,,3.0
2025,6.0,Northwestern State,East Texas A&M,54.5,,,1.0
2025,6.0,Notre Dame,Boise State,63.5,,,3.0
2025,6.0,Ohio State,Minnesota,42.5,,,3.0
2025,6.0,Oklahoma,Kent State,53.5,,,3.0
2025,6.0,Old Dominion,Coastal Carolina,53.5,,,3.0
