date,tourney_id,tourney_name,tour,surface,round,best_of,winner,loser,winner_rank,loser_rank,winner_sets,loser_sets,score,w_sv_pts,w_sv_won,l_sv_pts,l_sv_won
2024-07-15,2024-314,Gstaad,atp,clay,R32,3,Yannick Hanfmann,Nicolas Moreno De Alboran,111,143,2,1,7-6(2) 6-7(2) 6-4,100,76,110,78
2024-07-15,2024-314,Gstaad,atp,clay,R32,3,Quentin Halys,Richard Gasquet,192,132,2,0,7-6(4) 7-6(5),102,67,77,56
2024-07-15,2024-314,Gstaad,atp,clay,R32,3,Hamad Medjedovic,Marc-Andrea Huesler,122,226,2,1,6-7(3) 7-6(2) 6-3,102,77,99,68
2024-07-15,2024-314,Gstaad,atp,clay,R32,3,Gustavo Heide,Stefano Napolitano,178,125,2,1,7-6(4) 5-7 7-6(3),113,79,138,90
2024-07-15,2024-314,Gstaad,atp,clay,R32,3,Matteo Berrettini,Pedro Cachin,82,110,2,0,6-4 7-6(2),70,52,69,45
2024-07-15,2024-314,Gstaad,atp,clay,R32,3,Botic van de Zandschulp,Dominic Stricker,87,175,2,0,6-3 6-3,62,42,60,34
2024-07-15,2024-314,Gstaad,atp,clay,R32,3,Lukas Klein,Stan Wawrinka,118,105,2,1,7-6(4) 2-6 7-5,90,67,98,70
2024-07-15,2024-314,Gstaad,atp,clay,SF,3,Quentin Halys,Jan-Lennard Struff,192,37,2,0,6-3 7-6(2),67,49,68,43
2024-07-15,2024-314,Gstaad,atp,clay,SF,3,Matteo Berrettini,Stefanos Tsitsipas,82,12,2,0,7-6(6) 7-5,63,54,85,57
2024-07-15,2024-315,Newport,atp,grass,F,3,Marcos Giron,Alex Michelsen,46,61,2,1,6-7(4) 6-3 7-5,107,73,123,74
2024-07-15,2024-315,Newport,atp,grass,QF,3,Reilly Opelka,Mackenzie McDonald,1188,99,2,1,4-6 6-3 6-4,79,60,77,53
2024-07-15,2024-315,Newport,atp,grass,QF,3,Alex Michelsen,Aleksandar Kovacevic,61,91,2,0,6-4 6-4,59,42,68,42
2024-07-15,2024-315,Newport,atp,grass,QF,3,Christopher Eubanks,Aleksandar Vukic,128,65,2,1,6-2 4-6 7-6(3),95,65,103,65
2024-07-15,2024-315,Newport,atp,grass,QF,3,Marcos Giron,Alex Bolt,46,210,2,0,6-4 6-1,50,35,63,33
2024-07-15,2024-315,Newport,atp,grass,R16,3,Reilly Opelka,Adrian Mannarino,1188,25,2,1,6-4 3-6 6-4,78,56,77,53
2024-07-15,2024-315,Newport,atp,grass,R16,3,Mackenzie McDonald,Billy Harris,99,116,2,0,6-3 6-4,40,36,79,44
2024-07-15,2024-315,Newport,atp,grass,R16,3,Alex Michelsen,Maxime Cressy,61,180,2,0,6-4 6-4,56,43,54,35
2024-07-15,2024-315,Newport,atp,grass,R16,3,Aleksandar Kovacevic,Arthur Rinderknech,91,66,2,1,6-3 3-6 7-5,84,56,99,63
2024-07-15,2024-315,Newport,atp,grass,R16,3,Aleksandar Vukic,Eliot Spizzirri,65,393,2,0,6-2 7-6(3),55,42,66,38
2024-07-15,2024-315,Newport,atp,grass,R16,3,Christopher Eubanks,Ethan Quinn,128,254,2,1,7-6(4) 3-6 6-3,113,73,104,66
2024-07-15,2024-315,Newport,atp,grass,R16,3,Alex Bolt,Brandon Nakashima,210,53,2,0,7-6(2) 6-4,71,48,71,42
2024-07-15,2024-315,Newport,atp,grass,R16,3,Marcos Giron,Benoit Paire,46,227,2,1,4-6 7-5 6-4,101,61,96,57
2024-07-15,2024-315,Newport,atp,grass,R32,3,Reilly Opelka,Constant Lestienne,1188,94,2,1,6-1 2-6 7-6(2),81,58,89,56
2024-07-15,2024-315,Newport,atp,grass,R32,3,Billy Harris,Gabriel Diallo,116,165,2,0,7-6(4) 7-5,89,59,98,59
2024-07-15,2024-315,Newport,atp,grass,R32,3,Mackenzie McDonald,Rinky Hijikata,99,74,2,1,4-6 7-6(4) 6-2,96,55,95,49
2024-07-15,2024-315,Newport,atp,grass,R32,3,Maxime Cressy,Radu Albot,180,149,2,1,6-4 4-6 7-6(4),108,60,122,67
2024-07-15,2024-315,Newport,atp,grass,R32,3,Aleksandar Kovacevic,Harold Mayot,91,124,2,0,7-6(1) 6-4,60,48,69,45
2024-07-15,2024-315,Newport,atp,grass,R32,3,Arthur Rinderknech,Shintaro Mochizuki,66,156,2,0,6-3 7-6(5),87,54,65,38
2024-07-15,2024-315,Newport,atp,grass,R32,3,Aleksandar Vukic,Coleman Wong,65,179,2,0,6-1 6-2,56,38,53,25
2024-07-15,2024-315,Newport,atp,grass,R32,3,Eliot Spizzirri,Li Tu,393,208,2,0,6-1 7-6(4),64,45,73,40
2024-07-15,2024-315,Newport,atp,grass,R32,3,Ethan Quinn,Marc Polmans,254,217,2,1,6-3 6-7(3) 6-1,93,57,97,54
2024-07-15,2024-315,Newport,atp,grass,R32,3,Brandon Nakashima,Emilio Nava,53,148,2,0,7-5 6-2,51,38,60,33
2024-07-15,2024-315,Newport,atp,grass,R32,3,Alex Bolt,Jakub Mensik,210,79,2,0,6-2 6-4,52,35,52,27
2024-07-15,2024-315,Newport,atp,grass,R32,3,Benoit Paire,Zachary Svajda,227,113,2,1,6-3 3-6 7-6(4),97,58,96,57
2024-07-15,2024-315,Newport,atp,grass,SF,3,Alex Michelsen,Reilly Opelka,61,1188,2,0,6-2 6-0,41,30,48,21
2024-07-15,2024-315,Newport,atp,grass,SF,3,Marcos Giron,Christopher Eubanks,46,128,2,1,6-4 3-6 6-2,81,53,76,48
2024-07-15,2024-316,Bastad,atp,clay,F,3,Nuno Borges,Rafael Nadal,51,261,2,0,6-3 6-2,53,34,56,25
2024-07-15,2024-316,Bastad,atp,clay,QF,3,Duje Ajdukovic,Thiago Monteiro,130,85,2,1,6-2 4-6 6-4,80,53,84,50
2024-07-15,2024-316,Bastad,atp,clay,QF,3,Rafael Nadal,Mariano Navone,261,36,2,1,6-7(2) 7-5 7-5,121,65,141,70
2024-07-15,2024-316,Bastad,atp,clay,QF,3,Thiago Agustin Tirante,Roberto Carballes Baena,121,54,2,1,6-3 2-6 7-5,87,55,86,52
2024-07-15,2024-316,Bastad,atp,clay,QF,3,Nuno Borges,Timofey Skatov,51,223,2,0,6-4 6-3,60,40,63,34
2024-07-15,2024-316,Bastad,atp,clay,R16,3,Thiago Monteiro,Casper Ruud,85,9,2,0,6-3 6-3,51,38,62,35
2024-07-15,2024-316,Bastad,atp,clay,R16,3,Roberto Carballes Baena,Denis Yevseyev,54,160,2,1,2-6 6-3 6-2,97,58,83,47
2024-07-15,2024-316,Bastad,atp,clay,R16,3,Duje Ajdukovic,Pavel Kotov,130,60,2,1,7-6(7) 3-6 6-3,97,66,93,63
2024-07-15,2024-316,Bastad,atp,clay,R16,3,Thiago Agustin Tirante,Andrey Rublev,121,8,2,1,7-6(5) 3-6 6-4,106,65,93,60
2024-07-15,2024-316,Bastad,atp,clay,R16,3,Mariano Navone,Sumit Nagal,36,68,2,0,6-4 6-2,78,44,69,34
2024-07-15,2024-316,Bastad,atp,clay,R16,3,Timofey Skatov,Tallon Griekspoor,223,27,2,1,1-6 6-3 6-4,82,47,78,48
2024-07-15,2024-316,Bastad,atp,clay,R16,3,Rafael Nadal,Cameron Norrie,261,42,2,0,6-4 6-4,60,43,61,36
2024-07-15,2024-316,Bastad,atp,clay,R16,3,Nuno Borges,Henrique Rocha,51,182,2,1,1-6 6-4 6-0,90,50,90,42
2024-07-15,2024-316,Bastad,atp,clay,R32,3,Pavel Kotov,Cristian Garin,60,106,2,1,6-4 6-7(6) 6-1,102,67,94,58
2024-07-15,2024-316,Bastad,atp,clay,R32,3,Cameron Norrie,Jozef Kovalik,42,102,2,0,7-6(4) 6-4,66,51,76,48
2024-07-15,2024-316,Bastad,atp,clay,R32,3,Roberto Carballes Baena,Roman Safiullin,54,67,2,1,5-7 7-6(3) 6-3,105,69,108,64
2024-07-15,2024-316,Bastad,atp,clay,R32,3,Thiago Agustin Tirante,Jaime Faria,121,170,2,1,3-6 6-1 6-4,73,54,88,55
2024-07-15,2024-316,Bastad,atp,clay,R32,3,Thiago Monteiro,Federico Coria,85,69,2,0,6-1 6-3,43,33,52,26
2024-07-15,2024-316,Bastad,atp,clay,R32,3,Timofey Skatov,Taro Daniel,223,90,2,1,6-7(7) 6-2 7-6(4),126,77,132,77
2024-07-15,2024-316,Bastad,atp,clay,R32,3,Denis Yevseyev,Alexandre Muller,160,103,2,0,7-5 7-5,84,54,62,40
2024-07-15,2024-316,Bastad,atp,clay,R32,3,Duje Ajdukovic,Luca Van Assche,130,104,2,0,6-3 6-3,47,33,61,33
2024-07-15,2024-316,Bastad,atp,clay,R32,3,Sumit Nagal,Elias Ymer,68,202,2,0,6-4 6-3,65,44,70,41
2024-07-15,2024-316,Bastad,atp,clay,R32,3,Henrique Rocha,Camilo Ugo Carabelli,182,96,2,1,4-6 6-2 6-2,63,40,102,54
2024-07-15,2024-316,Bastad,atp,clay,R32,3,Rafael Nadal,Leo Borg,261,461,2,0,6-3 6-4,53,41,56,36
2024-07-15,2024-316,Bastad,atp,clay,R32,3,Nuno Borges,Andrea Pellegrino,51,153,2,0,6-2 7-6(3),63,39,70,37
2024-07-15,2024-316,Bastad,atp,clay,SF,3,Rafael Nadal,Duje Ajdukovic,261,130,2,1,4-6 6-3 6-4,79,49,80,43
2024-07-15,2024-316,Bastad,atp,clay,SF,3,Nuno Borges,Thiago Agustin Tirante,51,121,2,0,6-3 6-4,49,39,57,32
2024-07-15,2024-414,Hamburg,atp,clay,F,3,Arthur Fils,Alexander Zverev,28,4,2,1,6-3 3-6 7-6(1),147,90,111,69
2024-07-15,2024-414,Hamburg,atp,clay,QF,3,Arthur Fils,Holger Rune,28,17,2,0,6-4 4-1 RET,38,29,46,26
2024-07-15,2024-414,Hamburg,atp,clay,QF,3,Sebastian Baez,Luciano Darderi,19,35,2,1,2-6 6-4 6-4,90,51,98,55
2024-07-15,2024-414,Hamburg,atp,clay,QF,3,Pedro Martinez,Francisco Cerundolo,49,33,2,1,1-6 6-1 6-4,66,38,70,36
2024-07-15,2024-414,Hamburg,atp,clay,QF,3,Alexander Zverev,Zhizhen Zhang,4,34,2,0,6-4 6-3,45,36,54,34
2024-07-15,2024-414,Hamburg,atp,clay,R16,3,Holger Rune,Marco Trungelliti,17,151,2,0,6-4 6-3,58,40,49,29
2024-07-15,2024-414,Hamburg,atp,clay,R16,3,Arthur Fils,Laslo Djere,28,57,2,0,7-6(3) 6-2,68,47,70,40
2024-07-15,2024-414,Hamburg,atp,clay,R16,3,Sebastian Baez,Dusan Lajovic,19,55,2,1,4-6 7-5 6-2,99,64,130,73
2024-07-15,2024-414,Hamburg,atp,clay,R16,3,Luciano Darderi,Alexander Shevchenko,35,56,2,1,6-3 2-6 6-3,79,46,75,40
2024-07-15,2024-414,Hamburg,atp,clay,R16,3,Pedro Martinez,Ugo Blanchet,49,161,2,1,6-4 0-6 7-5,76,44,85,53
2024-07-15,2024-414,Hamburg,atp,clay,R16,3,Francisco Cerundolo,Maximilian Marterer,33,108,2,0,6-0 6-2,52,34,41,16
2024-07-15,2024-414,Hamburg,atp,clay,R16,3,Zhizhen Zhang,Flavio Cobolli,34,48,2,0,6-1 7-6(5),50,37,67,38
2024-07-15,2024-414,Hamburg,atp,clay,R16,3,Alexander Zverev,Hugo Gaston,4,81,2,1,4-6 6-2 7-5,107,67,91,50
2024-07-15,2024-414,Hamburg,atp,clay,R32,3,Holger Rune,Fabian Marozsan,17,45,2,0,6-4 6-4,56,43,69,44
2024-07-15,2024-414,Hamburg,atp,clay,R32,3,Marco Trungelliti,Sebastian Ofner,151,50,2,0,6-1 4-3 RET,54,35,48,27
2024-07-15,2024-414,Hamburg,atp,clay,R32,3,Laslo Djere,Zizou Bergs,57,73,2,0,6-3 7-6(4),80,52,64,40
2024-07-15,2024-414,Hamburg,atp,clay,R32,3,Arthur Fils,Jaume Munar,28,59,2,1,5-7 6-3 6-1,81,55,79,45
2024-07-15,2024-414,Hamburg,atp,clay,R32,3,Sebastian Baez,Dominik Koepfer,19,62,2,0,6-2 6-3,44,33,49,27
2024-07-15,2024-414,Hamburg,atp,clay,R32,3,Dusan Lajovic,Felipe Meligeni Alves,55,144,2,1,6-2 6-7(5) 6-3,123,81,94,56
2024-07-15,2024-414,Hamburg,atp,clay,R32,3,Alexander Shevchenko,Rudolf Molleker,56,197,2,1,6-4 4-6 6-4,93,57,102,58
2024-07-15,2024-414,Hamburg,atp,clay,R32,3,Luciano Darderi,Nick Hardt,35,191,2,1,6-1 2-6 6-0,74,46,58,30
2024-07-15,2024-414,Hamburg,atp,clay,R32,3,Pedro Martinez,Matteo Arnaldi,49,39,2,0,7-6(4) 6-1,68,40,58,27
2024-07-15,2024-414,Hamburg,atp,clay,R32,3,Ugo Blanchet,Alexei Popyrin,161,43,2,1,4-6 7-6(6) 6-2,101,65,101,61
2024-07-15,2024-414,Hamburg,atp,clay,R32,3,Maximilian Marterer,Soonwoo Kwon,108,349,2,1,6-4 6-7(6) 7-5,104,73,119,76
2024-07-15,2024-414,Hamburg,atp,clay,R32,3,Francisco Cerundolo,Francisco Comesana,33,100,2,0,7-5 6-4,67,41,68,38
2024-07-15,2024-414,Hamburg,atp,clay,R32,3,Zhizhen Zhang,Thiago Seyboth Wild,34,72,2,0,7-6(6) 6-0,64,44,70,36
2024-07-15,2024-414,Hamburg,atp,clay,R32,3,Flavio Cobolli,Daniel Altmaier,48,71,2,1,6-4 6-7(6) 6-3,99,70,110,70
2024-07-15,2024-414,Hamburg,atp,clay,R32,3,Hugo Gaston,Facundo Diaz Acosta,81,77,2,1,7-6(4) 1-6 6-4,109,62,97,58
2024-07-15,2024-414,Hamburg,atp,clay,R32,3,Alexander Zverev,Jesper de Jong,4,114,2,0,6-2 6-2,48,35,54,28
2024-07-15,2024-414,Hamburg,atp,clay,SF,3,Arthur Fils,Sebastian Baez,28,19,2,0,6-2 6-2,45,33,48,25
2024-07-15,2024-414,Hamburg,atp,clay,SF,3,Alexander Zverev,Pedro Martinez,4,49,2,0,6-2 6-4,51,39,65,36
2024-07-16,mcp-202407-budapest,Budapest,wta,clay,R32,3,Olga Danilovic,Anna Bondar,9999,9999,0,0,,,,,
2024-07-16,mcp-202407-itf_granby,ITF Granby,wta,hard,R32,3,Bianca Jolie Fernandez,Stacey Fung,9999,9999,0,0,,,,,
2024-07-17,mcp-202407-itf_granby,ITF Granby,wta,hard,R32,3,Martina Okalova,Carson Branstine,9999,9999,0,0,,,,,
2024-07-18,mcp-202407-itf_granby,ITF Granby,wta,hard,R16,3,Carson Branstine,Isabelle Boulais,9999,9999,0,0,,,,,
2024-07-19,mcp-202407-itf_granby,ITF Granby,wta,hard,QF,3,Jada Robinson,Stacey Fung,9999,9999,0,0,,,,,
2024-07-19,mcp-202407-itf_vitoria_gasteiz,ITF Vitoria Gasteiz,wta,hard,QF,3,Linda Fruhvirtova,Victoria Jimenez Kasintseva,9999,9999,0,0,,,,,
2024-07-20,mcp-202407-itf_granby,ITF Granby,wta,hard,SF,3,Kayla Cross,Stacey Fung,9999,9999,0,0,,,,,
2024-07-21,mcp-202407-itf_vitoria_gasteiz,ITF Vitoria Gasteiz,wta,hard,F,3,Victoria Jimenez Kasintseva,Alexandra Eala,9999,9999,0,0,,,,,
2024-07-22,2024-319,Kitzbuhel,atp,clay,F,3,Matteo Berrettini,Hugo Gaston,50,91,2,0,7-5 6-3,55,39,61,34
2024-07-22,2024-319,Kitzbuhel,atp,clay,QF,3,Yannick Hanfmann,Thiago Seyboth Wild,116,72,2,0,7-6(2) 6-4,78,52,75,46
2024-07-22,2024-319,Kitzbuhel,atp,clay,QF,3,Matteo Berrettini,Nicolas Moreno De Alboran,50,143,2,0,7-6(5) 6-3,68,53,75,49
2024-07-22,2024-319,Kitzbuhel,atp,clay,QF,3,Facundo Diaz Acosta,Pedro Martinez,77,45,2,1,6-7(2) 6-3 6-4,116,72,133,76
2024-07-22,2024-319,Kitzbuhel,atp,clay,QF,3,Hugo Gaston,Sebastian Baez,91,18,2,1,7-5 5-7 7-6(6),138,84,138,84
2024-07-22,2024-319,Kitzbuhel,atp,clay,R16,3,Thiago Seyboth Wild,Laslo Djere,72,57,2,1,4-6 6-3 6-2,79,56,75,48
2024-07-22,2024-319,Kitzbuhel,atp,clay,R16,3,Yannick Hanfmann,Gustavo Heide,116,155,2,1,6-3 1-6 6-2,66,41,87,50
2024-07-22,2024-319,Kitzbuhel,atp,clay,R16,3,Nicolas Moreno De Alboran,Lukas Neumayer,143,289,2,0,6-4 6-4,49,40,59,37
2024-07-22,2024-319,Kitzbuhel,atp,clay,R16,3,Pedro Martinez,Sumit Nagal,45,80,2,0,7-5 7-5,105,62,86,49
2024-07-22,2024-319,Kitzbuhel,atp,clay,R16,3,Matteo Berrettini,Alejandro Tabilo,50,21,2,0,7-6(4) 7-6(5),77,57,79,57
2024-07-22,2024-319,Kitzbuhel,atp,clay,R16,3,Facundo Diaz Acosta,Daniel Elahi Galan,77,137,2,1,6-2 4-6 6-3,91,55,87,46
2024-07-22,2024-319,Kitzbuhel,atp,clay,R16,3,Sebastian Baez,Thiago Agustin Tirante,18,101,2,0,6-3 6-3,70,46,49,30
2024-07-22,2024-319,Kitzbuhel,atp,clay,R16,3,Hugo Gaston,Roberto Carballes Baena,91,51,2,0,6-2 7-6(5),68,46,61,34
2024-07-22,2024-319,Kitzbuhel,atp,clay,R32,3,Yannick Hanfmann,Jaume Munar,116,65,2,0,6-3 6-4,65,42,56,33
2024-07-22,2024-319,Kitzbuhel,atp,clay,R32,3,Nicolas Moreno De Alboran,Andrea Collarini,143,264,2,0,6-4 6-4,51,38,65,37
2024-07-22,2024-319,Kitzbuhel,atp,clay,R32,3,Thiago Seyboth Wild,Joel Schwaerzler,72,392,2,0,6-2 7-6(6),95,59,60,37
2024-07-22,2024-319,Kitzbuhel,atp,clay,R32,3,Sumit Nagal,Lukas Klein,80,119,2,1,6-4 1-6 7-6(3),97,56,98,60
2024-07-22,2024-319,Kitzbuhel,atp,clay,R32,3,Laslo Djere,Vit Kopriva,57,113,2,0,7-6(6) 6-3,71,47,62,38
2024-07-22,2024-319,Kitzbuhel,atp,clay,R32,3,Daniel Elahi Galan,Hamad Medjedovic,137,144,2,1,6-4 5-7 6-3,133,82,95,61
2024-07-22,2024-319,Kitzbuhel,atp,clay,R32,3,Hugo Gaston,Daniel Altmaier,91,71,2,1,6-4 6-7(5) 6-4,97,66,104,65
2024-07-22,2024-319,Kitzbuhel,atp,clay,R32,3,Facundo Diaz Acosta,Federico Coria,77,73,2,1,2-6 6-3 6-0,66,43,57,30
2024-07-22,2024-319,Kitzbuhel,atp,clay,R32,3,Lukas Neumayer,Sebastian Ofner,289,56,2,1,6-4 4-6 7-6(3),91,56,92,56
2024-07-22,2024-319,Kitzbuhel,atp,clay,R32,3,Roberto Carballes Baena,Marton Fucsovics,51,83,2,1,4-6 6-2 6-3,83,55,87,50
2024-07-22,2024-319,Kitzbuhel,atp,clay,R32,3,Matteo Berrettini,Pavel Kotov,50,62,2,0,7-6(6) 7-6(5),71,58,110,70
2024-07-22,2024-319,Kitzbuhel,atp,clay,R32,3,Thiago Agustin Tirante,Dominic Thiem,101,138,2,0,6-2 6-4,49,38,55,32
2024-07-22,2024-319,Kitzbuhel,atp,clay,SF,3,Matteo Berrettini,Yannick Hanfmann,50,116,2,0,6-4 6-4,54,41,61,40
2024-07-22,2024-319,Kitzbuhel,atp,clay,SF,3,Hugo Gaston,Facundo Diaz Acosta,91,77,2,0,6-1 2-0 RET,22,18,26,9
2024-07-22,2024-439,Umag,atp,clay,F,3,Francisco Cerundolo,Lorenzo Musetti,37,17,2,1,2-6 6-4 7-6(5),126,73,98,59
2024-07-22,2024-439,Umag,atp,clay,QF,3,Francisco Cerundolo,Lorenzo Sonego,37,54,2,1,6-4 2-6 7-6(2),95,66,88,63
2024-07-22,2024-439,Umag,atp,clay,QF,3,Jakub Mensik,Chun-Hsin Tseng,81,159,2,0,6-0 6-4,56,35,49,24
2024-07-22,2024-439,Umag,atp,clay,QF,3,Andrey Rublev,Fabian Marozsan,9,49,2,1,5-7 6-3 6-2,84,55,98,55
2024-07-22,2024-439,Umag,atp,clay,QF,3,Lorenzo Musetti,Dusan Lajovic,17,53,2,1,5-7 6-3 6-0,90,57,89,48
2024-07-22,2024-439,Umag,atp,clay,R16,3,Andrey Rublev,Camilo Ugo Carabelli,9,96,2,0,6-4 7-5,71,45,72,40
2024-07-22,2024-439,Umag,atp,clay,R16,3,Fabian Marozsan,Thiago Monteiro,49,79,2,0,6-2 7-6(7),61,47,68,44
2024-07-22,2024-439,Umag,atp,clay,R16,3,Lorenzo Sonego,Alexandre Muller,54,102,2,0,7-5 6-1,53,41,60,33
2024-07-22,2024-439,Umag,atp,clay,R16,3,Francisco Cerundolo,Matej Dodig,37,310,2,0,6-3 6-4,49,40,70,40
2024-07-22,2024-439,Umag,atp,clay,R16,3,Lorenzo Musetti,Marco Trungelliti,17,136,2,0,6-4 6-3,50,35,89,46
2024-07-22,2024-439,Umag,atp,clay,R16,3,Dusan Lajovic,Flavio Cobolli,53,48,2,0,7-6(5) 7-6(3),91,54,82,46
2024-07-22,2024-439,Umag,atp,clay,R16,3,Jakub Mensik,Luciano Darderi,81,33,2,0,6-4 6-3,66,41,51,28
2024-07-22,2024-439,Umag,atp,clay,R16,3,Chun-Hsin Tseng,Fabio Fognini,159,70,2,0,6-1 6-0,40,30,35,13
2024-07-22,2024-439,Umag,atp,clay,R32,3,Alexandre Muller,Matteo Arnaldi,102,40,2,0,7-6(8) 6-4,71,42,96,51
2024-07-22,2024-439,Umag,atp,clay,R32,3,Fabian Marozsan,Alexander Shevchenko,49,58,2,1,6-4 4-6 7-6(8),102,61,107,63
2024-07-22,2024-439,Umag,atp,clay,R32,3,Camilo Ugo Carabelli,Luka Mikrut,96,350,2,0,6-2 7-5,67,44,59,33
2024-07-22,2024-439,Umag,atp,clay,R32,3,Thiago Monteiro,Tomas Machac,79,39,2,1,3-6 6-3 6-4,92,58,79,50
2024-07-22,2024-439,Umag,atp,clay,R32,3,Jakub Mensik,Alexei Popyrin,81,46,2,0,6-3 6-2,59,41,55,33
2024-07-22,2024-439,Umag,atp,clay,R32,3,Marco Trungelliti,Guido Andreozzi,136,406,2,1,4-6 6-3 6-2,87,55,70,39
2024-07-22,2024-439,Umag,atp,clay,R32,3,Flavio Cobolli,Mariano Navone,48,36,2,0,6-2 6-3,60,41,52,28
2024-07-22,2024-439,Umag,atp,clay,R32,3,Dusan Lajovic,Filip Misolic,53,228,2,1,6-4 3-6 6-2,86,57,95,55
2024-07-22,2024-439,Umag,atp,clay,R32,3,Lorenzo Sonego,Mili Poljicak,54,481,2,1,6-2 6-7(1) 7-6(9),104,74,122,77
2024-07-22,2024-439,Umag,atp,clay,R32,3,Matej Dodig,Enzo Couacaud,310,205,2,1,3-6 6-3 6-2,97,62,79,50
2024-07-22,2024-439,Umag,atp,clay,R32,3,Fabio Fognini,Luca Van Assche,70,104,2,0,6-4 6-3,78,48,59,34
2024-07-22,2024-439,Umag,atp,clay,R32,3,Luciano Darderi,Duje Ajdukovic,33,110,2,0,6-1 6-4,50,36,49,23
2024-07-22,2024-439,Umag,atp,clay,SF,3,Francisco Cerundolo,Andrey Rublev,37,9,2,0,7-6(6) 6-4,79,53,74,45
2024-07-22,2024-439,Umag,atp,clay,SF,3,Lorenzo Musetti,Jakub Mensik,17,81,2,0,6-4 6-1,42,29,45,20
2024-07-22,2024-6116,Atlanta,atp,hard,F,3,Yoshihito Nishioka,Jordan Thompson,86,41,2,1,4-6 7-6(2) 6-2,110,75,86,59
2024-07-22,2024-6116,Atlanta,atp,hard,QF,3,Arthur Rinderknech,Mattia Bellucci,64,146,2,1,7-6(5) 3-6 6-1,98,65,85,55
2024-07-22,2024-6116,Atlanta,atp,hard,QF,3,Yoshihito Nishioka,Frances Tiafoe,86,29,2,0,7-6(2) 6-2,58,45,65,40
2024-07-22,2024-6116,Atlanta,atp,hard,QF,3,Jordan Thompson,Alejandro Davidovich Fokina,41,43,2,1,7-6(5) 4-6 6-3,96,66,113,71
2024-07-22,2024-6116,Atlanta,atp,hard,QF,3,Juncheng Shang,Max Purcell,89,66,2,0,7-6(3) 6-4,75,51,79,49
2024-07-22,2024-6116,Atlanta,atp,hard,R16,3,Mattia Bellucci,Adrian Mannarino,146,32,2,1,7-6(6) 4-6 6-3,111,79,94,65
2024-07-22,2024-6116,Atlanta,atp,hard,R16,3,Arthur Rinderknech,Adam Walton,64,95,2,0,7-6(4) 6-3,57,48,56,41
2024-07-22,2024-6116,Atlanta,atp,hard,R16,3,Frances Tiafoe,Aslan Karatsev,29,107,2,1,6-4 3-6 6-3,84,58,91,60
2024-07-22,2024-6116,Atlanta,atp,hard,R16,3,Yoshihito Nishioka,Mackenzie McDonald,86,97,2,0,6-3 6-4,63,41,64,36
2024-07-22,2024-6116,Atlanta,atp,hard,R16,3,Alejandro Davidovich Fokina,Reilly Opelka,43,430,2,0,7-5 7-5,75,55,70,48
2024-07-22,2024-6116,Atlanta,atp,hard,R16,3,Jordan Thompson,Harold Mayot,41,122,2,0,6-2 7-5,50,41,60,35
2024-07-22,2024-6116,Atlanta,atp,hard,R16,3,Max Purcell,David Goffin,66,98,2,0,6-3 6-3,47,36,47,28
2024-07-22,2024-6116,Atlanta,atp,hard,R16,3,Juncheng Shang,Ben Shelton,89,14,2,0,7-6(6) 6-4,65,47,66,44
2024-07-22,2024-6116,Atlanta,atp,hard,R32,3,Mattia Bellucci,Aleksandar Vukic,146,60,2,1,1-6 6-4 3-1 RET,54,34,79,48
2024-07-22,2024-6116,Atlanta,atp,hard,R32,3,Arthur Rinderknech,J.J. Wolf,64,120,2,0,6-3 6-2,41,32,50,26
2024-07-22,2024-6116,Atlanta,atp,hard,R32,3,Adam Walton,Miomir Kecmanovic,95,52,2,0,6-4 6-4,59,44,51,33
2024-07-22,2024-6116,Atlanta,atp,hard,R32,3,Aslan Karatsev,Billy Harris,107,114,2,0,6-2 6-2,40,33,50,25
2024-07-22,2024-6116,Atlanta,atp,hard,R32,3,Yoshihito Nishioka,Zachary Svajda,86,115,2,0,7-6(4) 6-3,65,47,63,41
2024-07-22,2024-6116,Atlanta,atp,hard,R32,3,Mackenzie McDonald,Brandon Nakashima,97,55,2,0,6-2 6-4,57,41,48,28
2024-07-22,2024-6116,Atlanta,atp,hard,R32,3,Alejandro Davidovich Fokina,Arthur Cazaux,43,92,2,0,6-2 7-6(4),70,51,73,46
2024-07-22,2024-6116,Atlanta,atp,hard,R32,3,Reilly Opelka,Aleksandar Kovacevic,430,82,2,0,6-3 7-6(5),65,52,59,45
2024-07-22,2024-6116,Atlanta,atp,hard,R32,3,Harold Mayot,Borna Coric,122,84,2,0,7-6(9) 6-3,70,54,84,54
2024-07-22,2024-6116,Atlanta,atp,hard,R32,3,Max Purcell,Christopher O'Connell,66,93,2,1,4-6 7-5 6-2,81,60,91,57
2024-07-22,2024-6116,Atlanta,atp,hard,R32,3,David Goffin,Denis Shapovalov,98,140,2,1,6-4 3-6 6-1,94,58,87,51
2024-07-22,2024-6116,Atlanta,atp,hard,R32,3,Juncheng Shang,Andres Martin,89,483,2,0,6-1 6-1,43,31,35,12
2024-07-22,2024-6116,Atlanta,atp,hard,SF,3,Yoshihito Nishioka,Arthur Rinderknech,86,64,2,1,6-3 4-6 6-4,90,58,89,56
2024-07-22,2024-6116,Atlanta,atp,hard,SF,3,Jordan Thompson,Juncheng Shang,41,89,2,1,6-3 4-6 6-3,85,60,97,60
2024-07-24,mcp-202407-itf_dallas,ITF Dallas,wta,hard,R32,3,Himeno Sakatsume,Alexis Blokhina,9999,9999,0,0,,,,,
