date,tourney_id,tourney_name,tour,surface,round,best_of,winner,loser,winner_rank,loser_rank,winner_sets,loser_sets,score,w_sv_pts,w_sv_won,l_sv_pts,l_sv_won
2024-07-01,2024-540,Wimbledon,atp,grass,R128,5,Matteo Berrettini,Marton Fucsovics,59,70,3,1,7-6(3) 6-2 3-6 6-1,111,81,121,74
2024-07-01,2024-540,Wimbledon,atp,grass,R128,5,Brandon Nakashima,Sebastian Baez,65,18,3,0,6-2 6-3 6-4,80,58,87,50
2024-07-01,2024-540,Wimbledon,atp,grass,R128,5,Gael Monfils,Adrian Mannarino,33,24,3,1,6-4 3-6 7-5 6-4,119,84,141,89
2024-07-01,2024-540,Wimbledon,atp,grass,R128,5,Daniil Medvedev,Aleksandar Kovacevic,5,88,3,0,6-3 6-4 6-2,81,59,84,49
2024-07-01,2024-540,Wimbledon,atp,grass,R128,5,Stan Wawrinka,Charles Broom,95,248,3,0,6-3 7-5 6-4,98,65,93,56
2024-07-01,2024-540,Wimbledon,atp,grass,R128,5,Alexandre Muller,Hugo Gaston,102,71,3,0,6-4 7-6(2) 7-6(5),111,67,109,60
2024-07-01,2024-540,Wimbledon,atp,grass,R128,5,Daniel Altmaier,Arthur Fery,80,247,3,2,4-6 7-6(6) 1-6 6-3 6-1,142,86,167,97
2024-07-01,2024-540,Wimbledon,atp,grass,R128,5,Carlos Alcaraz,Mark Lajal,3,269,3,0,7-6(3) 7-5 6-2,89,65,102,59
2024-07-01,2024-540,Wimbledon,atp,grass,R128,5,Lloyd Harris,Alex Michelsen,118,55,3,2,3-6 4-6 7-6(5) 6-2 7-6(9),151,105,175,116
2024-07-01,2024-540,Wimbledon,atp,grass,R128,5,Arthur Cazaux,Zizou Bergs,98,82,3,2,6-1 6-4 6-7(2) 6-7(4) 7-6(8),198,136,160,117
2024-07-01,2024-540,Wimbledon,atp,grass,R128,5,Ugo Humbert,Alexander Shevchenko,16,57,3,2,6-1 4-6 7-6(2) 6-7(3) 6-1,134,96,161,97
2024-07-01,2024-540,Wimbledon,atp,grass,R128,5,Aleksandar Vukic,Sebastian Ofner,69,45,3,2,6-7(9) 6-4 6-4 3-6 7-6(8),195,122,180,114
2024-07-01,2024-540,Wimbledon,atp,grass,R128,5,Alexander Bublik,Jakub Mensik,23,78,3,2,4-6 6-7(2) 6-4 6-4 6-2,140,101,188,115
2024-07-01,2024-540,Wimbledon,atp,grass,R128,5,Botic van de Zandschulp,Liam Broady,97,156,3,1,6-2 4-6 6-3 6-2,104,71,110,60
2024-07-01,2024-540,Wimbledon,atp,grass,R128,5,Roberto Bautista Agut,Maximilian Marterer,112,85,3,0,6-3 6-1 6-4,86,60,78,44
2024-07-01,2024-540,Wimbledon,atp,grass,R128,5,Lorenzo Sonego,Mariano Navone,54,32,3,0,6-4 7-6(2) 6-4,96,70,112,67
2024-07-01,2024-540,Wimbledon,atp,grass,R128,5,Tallon Griekspoor,Daniel Elahi Galan,27,103,3,0,7-6(3) 6-3 6-4,97,73,88,63
2024-07-01,2024-540,Wimbledon,atp,grass,R128,5,Jannik Sinner,Yannick Hanfmann,1,110,3,1,6-3 6-4 3-6 6-3,126,84,114,70
2024-07-01,2024-540,Wimbledon,atp,grass,R128,5,Otto Virtanen,Max Purcell,147,68,3,0,6-3 6-2 6-2,79,57,77,44
2024-07-01,2024-540,Wimbledon,atp,grass,R128,5,Tommy Paul,Pedro Martinez,13,49,3,1,6-2 6-1 4-6 6-3,91,64,107,59
2024-07-01,2024-540,Wimbledon,atp,grass,R128,5,Miomir Kecmanovic,Sumit Nagal,52,73,3,1,6-2 3-6 6-3 6-4,105,68,121,67
2024-07-01,2024-540,Wimbledon,atp,grass,R128,5,Yoshihito Nishioka,Nuno Borges,90,50,3,1,6-2 7-6(6) 2-6 6-3,126,82,112,74
2024-07-01,2024-540,Wimbledon,atp,grass,R128,5,Thiago Seyboth Wild,Paul Jubb,74,201,3,2,1-6 3-6 7-6(6) 6-4 7-5,160,96,181,111
2024-07-01,2024-540,Wimbledon,atp,grass,R128,5,Giovanni Mpetshi Perricard,Sebastian Korda,58,21,3,2,7-6(5) 6-7(4) 7-6(6) 6-7(4) 6-3,195,145,171,130
2024-07-01,2024-540,Wimbledon,atp,grass,R128,5,Lorenzo Musetti,Constant Lestienne,25,92,3,1,4-6 7-6(4) 6-2 6-2,137,81,133,72
2024-07-01,2024-540,Wimbledon,atp,grass,R128,5,Luciano Darderi,Jan Choinski,37,174,3,2,7-5 4-6 2-6 7-5 6-2,143,96,176,107
2024-07-01,2024-540,Wimbledon,atp,grass,R128,5,Hubert Hurkacz,Radu Albot,7,144,3,1,5-7 6-4 6-3 6-4,122,86,111,72
2024-07-01,2024-540,Wimbledon,atp,grass,R128,5,Alex de Minaur,James Duckworth,9,81,3,0,7-6(1) 7-6(3) 7-6(4),124,81,173,98
2024-07-01,2024-540,Wimbledon,atp,grass,R128,5,Jaume Munar,Billy Harris,63,116,3,1,6-4 6-4 3-6 6-3,102,78,147,90
2024-07-01,2024-540,Wimbledon,atp,grass,R128,5,Alexei Popyrin,Thiago Monteiro,47,86,3,1,6-4 6-7(8) 6-3 6-4,104,89,117,83
2024-07-01,2024-540,Wimbledon,atp,grass,R128,5,Tomas Martin Etcheverry,Luca Nardi,31,75,3,0,6-1 6-4 6-2,68,53,68,37
2024-07-01,2024-540,Wimbledon,atp,grass,R128,5,Francisco Comesana,Andrey Rublev,122,6,3,1,6-4 5-7 6-2 7-6(5),136,92,131,85
2024-07-01,2024-540,Wimbledon,atp,grass,R128,5,Ben Shelton,Mattia Bellucci,14,148,3,2,4-6 6-3 3-6 6-3 6-4,149,102,147,100
2024-07-01,2024-540,Wimbledon,atp,grass,R128,5,Jacob Fearnley,Alejandro Moro Canas,277,188,3,0,7-5 6-4 7-6(12),107,81,129,84
2024-07-01,2024-540,Wimbledon,atp,grass,R128,5,Adam Walton,Federico Coria,101,72,3,0,6-3 6-3 7-5,78,59,93,54
2024-07-01,2024-540,Wimbledon,atp,grass,R128,5,Alexander Zverev,Roberto Carballes Baena,4,64,3,0,6-2 6-4 6-2,69,55,95,52
2024-07-01,2024-540,Wimbledon,atp,grass,R128,5,Novak Djokovic,Vit Kopriva,2,123,3,0,6-1 6-2 6-2,58,48,96,46
2024-07-01,2024-540,Wimbledon,atp,grass,R128,5,Arthur Fils,Dominic Stricker,34,149,3,1,6-3 6-2 3-6 6-4,110,79,105,67
2024-07-01,2024-540,Wimbledon,atp,grass,R128,5,Stefanos Tsitsipas,Taro Daniel,11,84,3,0,7-6(5) 6-4 7-5,108,77,121,77
2024-07-01,2024-540,Wimbledon,atp,grass,R128,5,Holger Rune,Soonwoo Kwon,15,367,3,0,6-1 6-4 6-4,68,56,86,49
2024-07-01,2024-540,Wimbledon,atp,grass,R128,5,Marcos Giron,Henry Searle,46,539,3,1,3-6 6-3 6-4 6-4,114,81,122,78
2024-07-01,2024-540,Wimbledon,atp,grass,R128,5,Jack Draper,Elias Ymer,28,205,3,2,3-6 6-3 6-3 4-6 6-3,132,87,151,86
2024-07-01,2024-540,Wimbledon,atp,grass,R128,5,Flavio Cobolli,Rinky Hijikata,48,77,3,1,7-5 4-6 6-4 6-4,126,86,148,92
2024-07-01,2024-540,Wimbledon,atp,grass,R128,5,Cameron Norrie,Facundo Diaz Acosta,42,67,3,0,7-5 7-5 6-3,80,55,108,55
2024-07-01,2024-540,Wimbledon,atp,grass,R128,5,Taylor Fritz,Christopher O'Connell,12,79,3,0,6-1 6-2 6-4,63,53,88,45
2024-07-01,2024-540,Wimbledon,atp,grass,R128,5,Quentin Halys,Christopher Eubanks,220,62,3,0,6-4 6-4 6-2,64,56,80,47
2024-07-01,2024-540,Wimbledon,atp,grass,R128,5,Karen Khachanov,Aslan Karatsev,22,99,3,1,6-3 6-7(4) 7-6(11) 2-0 RET,118,88,127,83
2024-07-01,2024-540,Wimbledon,atp,grass,R128,5,Roman Safiullin,Francisco Cerundolo,44,30,3,2,6-7(5) 3-6 7-5 6-3 6-4,148,105,179,111
2024-07-01,2024-540,Wimbledon,atp,grass,R128,5,Emil Ruusuvuori,Mackenzie McDonald,87,96,3,2,7-6(6) 4-6 5-7 7-6(6) 6-3,182,118,170,116
2024-07-01,2024-540,Wimbledon,atp,grass,R128,5,Lucas Pouille,Laslo Djere,212,51,3,2,3-6 7-6(4) 3-6 6-3 6-1,136,87,137,84
2024-07-01,2024-540,Wimbledon,atp,grass,R128,5,Arthur Rinderknech,Kei Nishikori,76,401,3,2,5-7 6-4 6-7(2) 6-3 6-2,140,101,175,107
2024-07-01,2024-540,Wimbledon,atp,grass,R128,5,Tomas Machac,David Goffin,39,83,3,2,3-6 3-6 6-4 6-1 7-6(5),164,90,159,86
2024-07-01,2024-540,Wimbledon,atp,grass,R128,5,Alejandro Tabilo,Daniel Evans,19,60,3,0,6-2 7-5 6-3,90,67,95,55
2024-07-01,2024-540,Wimbledon,atp,grass,R128,5,Thanasi Kokkinakis,Felix Auger-Aliassime,93,17,3,2,4-6 5-7 7-6(9) 6-4 6-4,155,110,169,117
2024-07-01,2024-540,Wimbledon,atp,grass,R16,5,Carlos Alcaraz,Ugo Humbert,3,16,3,1,6-3 6-4 1-6 7-5,135,80,103,62
2024-07-01,2024-540,Wimbledon,atp,grass,R16,5,Jannik Sinner,Ben Shelton,1,14,3,0,6-2 6-4 7-6(9),90,67,96,59
2024-07-01,2024-540,Wimbledon,atp,grass,R16,5,Daniil Medvedev,Grigor Dimitrov,5,10,1,0,5-3 RET,23,15,25,12
2024-07-01,2024-540,Wimbledon,atp,grass,R16,5,Tommy Paul,Roberto Bautista Agut,13,112,3,0,6-2 7-6(3) 6-2,88,64,88,49
2024-07-01,2024-540,Wimbledon,atp,grass,R16,5,Lorenzo Musetti,Giovanni Mpetshi Perricard,25,58,3,1,4-6 6-3 6-3 6-2,88,71,108,67
2024-07-01,2024-540,Wimbledon,atp,grass,R16,5,Alex de Minaur,Arthur Fils,9,34,3,1,6-2 6-4 4-6 6-3,112,70,124,63
2024-07-01,2024-540,Wimbledon,atp,grass,R16,5,Taylor Fritz,Alexander Zverev,12,4,3,2,4-6 6-7(4) 6-4 7-6(3) 6-3,145,114,153,110
2024-07-01,2024-540,Wimbledon,atp,grass,R16,5,Novak Djokovic,Holger Rune,2,15,3,0,6-3 6-4 6-2,80,59,80,48
2024-07-01,2024-540,Wimbledon,atp,grass,R32,5,Tommy Paul,Alexander Bublik,13,23,3,0,6-3 6-4 6-2,75,58,79,45
2024-07-01,2024-540,Wimbledon,atp,grass,R32,5,Carlos Alcaraz,Frances Tiafoe,3,29,3,2,5-7 6-2 4-6 7-6(2) 6-2,163,110,151,100
2024-07-01,2024-540,Wimbledon,atp,grass,R32,5,Grigor Dimitrov,Gael Monfils,10,33,3,0,6-3 6-4 6-3,65,57,101,59
2024-07-01,2024-540,Wimbledon,atp,grass,R32,5,Jannik Sinner,Miomir Kecmanovic,1,52,3,0,6-1 6-4 6-2,69,54,71,41
2024-07-01,2024-540,Wimbledon,atp,grass,R32,5,Alex de Minaur,Lucas Pouille,9,212,0,0,W/O,,,,
2024-07-01,2024-540,Wimbledon,atp,grass,R32,5,Ben Shelton,Denis Shapovalov,14,121,3,2,6-7(4) 6-2 6-4 4-6 6-2,137,102,154,100
2024-07-01,2024-540,Wimbledon,atp,grass,R32,5,Ugo Humbert,Brandon Nakashima,16,65,3,1,7-6(9) 6-3 6-7(5) 7-6(6),151,111,155,107
2024-07-01,2024-540,Wimbledon,atp,grass,R32,5,Alexander Zverev,Cameron Norrie,4,42,3,0,6-4 6-4 7-6(15),96,81,117,80
2024-07-01,2024-540,Wimbledon,atp,grass,R32,5,Arthur Fils,Roman Safiullin,34,44,3,2,4-6 6-3 1-6 6-4 6-3,139,93,133,86
2024-07-01,2024-540,Wimbledon,atp,grass,R32,5,Giovanni Mpetshi Perricard,Emil Ruusuvuori,58,87,3,1,4-6 6-2 7-6(5) 6-4,112,85,133,86
2024-07-01,2024-540,Wimbledon,atp,grass,R32,5,Roberto Bautista Agut,Fabio Fognini,112,94,3,2,7-6(6) 3-6 5-7 7-6(1) 6-4,180,112,197,120
2024-07-01,2024-540,Wimbledon,atp,grass,R32,5,Lorenzo Musetti,Francisco Comesana,25,122,3,1,6-2 6-7(4) 7-6(3) 6-3,141,101,155,98
2024-07-01,2024-540,Wimbledon,atp,grass,R32,5,Holger Rune,Quentin Halys,15,220,3,2,1-6 6-7(4) 6-4 7-6(4) 6-1,147,105,148,104
2024-07-01,2024-540,Wimbledon,atp,grass,R32,5,Daniil Medvedev,Jan-Lennard Struff,5,41,3,1,6-1 6-3 4-6 7-6(3),104,76,126,77
2024-07-01,2024-540,Wimbledon,atp,grass,R32,5,Novak Djokovic,Alexei Popyrin,2,47,3,1,4-6 6-3 6-4 7-6(3),113,90,133,88
2024-07-01,2024-540,Wimbledon,atp,grass,R32,5,Taylor Fritz,Alejandro Tabilo,12,19,3,0,7-6(3) 6-3 7-5,85,73,121,77
2024-07-01,2024-540,Wimbledon,atp,grass,R64,5,Fabio Fognini,Casper Ruud,94,8,3,1,6-4 7-5 6-7(1) 6-3,169,105,134,87
2024-07-01,2024-540,Wimbledon,atp,grass,R64,5,Frances Tiafoe,Borna Coric,29,89,3,0,7-6(5) 6-1 6-3,85,61,91,53
2024-07-01,2024-540,Wimbledon,atp,grass,R64,5,Brandon Nakashima,Jordan Thompson,65,40,3,0,6-3 6-2 6-2,69,53,78,41
2024-07-01,2024-540,Wimbledon,atp,grass,R64,5,Ugo Humbert,Botic van de Zandschulp,16,97,3,0,7-6(9) 6-1 6-3,84,63,103,59
2024-07-01,2024-540,Wimbledon,atp,grass,R64,5,Daniil Medvedev,Alexandre Muller,5,102,3,1,6-7(3) 7-6(4) 6-4 7-5,148,103,162,100
2024-07-01,2024-540,Wimbledon,atp,grass,R64,5,Carlos Alcaraz,Aleksandar Vukic,3,69,3,0,7-6(5) 6-2 6-2,74,54,87,46
2024-07-01,2024-540,Wimbledon,atp,grass,R64,5,Roberto Bautista Agut,Lorenzo Sonego,112,54,3,1,6-3 3-6 6-3 6-4,120,83,114,71
2024-07-01,2024-540,Wimbledon,atp,grass,R64,5,Alexander Bublik,Arthur Cazaux,23,98,3,0,6-4 7-6(1) 6-4,81,67,95,59
2024-07-01,2024-540,Wimbledon,atp,grass,R64,5,Tommy Paul,Otto Virtanen,13,147,3,2,4-6 6-3 5-7 7-5 6-4,151,109,149,99
2024-07-01,2024-540,Wimbledon,atp,grass,R64,5,Miomir Kecmanovic,Tallon Griekspoor,52,27,3,2,4-6 7-6(7) 1-6 6-2 6-3,138,96,157,97
2024-07-01,2024-540,Wimbledon,atp,grass,R64,5,Jan-Lennard Struff,Zhizhen Zhang,41,38,3,1,5-7 6-3 7-6(1) 7-6(8),137,101,146,101
2024-07-01,2024-540,Wimbledon,atp,grass,R64,5,Jannik Sinner,Matteo Berrettini,1,59,3,1,7-6(3) 7-6(4) 2-6 7-6(4),135,97,162,103
2024-07-01,2024-540,Wimbledon,atp,grass,R64,5,Alex de Minaur,Jaume Munar,9,63,3,0,6-2 6-2 7-5,81,52,88,41
2024-07-01,2024-540,Wimbledon,atp,grass,R64,5,Arthur Fils,Hubert Hurkacz,34,7,2,1,7-6(2) 6-4 2-6 6-6 RET,152,98,136,94
2024-07-01,2024-540,Wimbledon,atp,grass,R64,5,Francisco Comesana,Adam Walton,122,101,3,2,7-5 1-6 6-7(12) 6-1 7-6(8),169,113,172,111
2024-07-01,2024-540,Wimbledon,atp,grass,R64,5,Ben Shelton,Lloyd Harris,14,118,3,2,4-6 7-6(5) 6-7(5) 6-3 7-6(7),182,133,171,124
2024-07-01,2024-540,Wimbledon,atp,grass,R64,5,Grigor Dimitrov,Juncheng Shang,10,91,3,2,5-7 6-7(4) 6-4 6-2 6-4,138,103,164,109
2024-07-01,2024-540,Wimbledon,atp,grass,R64,5,Denis Shapovalov,Daniel Altmaier,121,80,3,2,7-6(3) 6-3 1-6 6-7(3) 6-4,149,100,148,103
2024-07-01,2024-540,Wimbledon,atp,grass,R64,5,Alexei Popyrin,Tomas Martin Etcheverry,47,31,3,2,3-6 6-4 4-6 6-4 6-3,152,104,162,105
2024-07-01,2024-540,Wimbledon,atp,grass,R64,5,Lorenzo Musetti,Luciano Darderi,25,37,3,2,6-4 4-6 6-7(5) 6-4 6-4,141,105,191,117
2024-07-01,2024-540,Wimbledon,atp,grass,R64,5,Roman Safiullin,Tomas Machac,44,39,3,1,6-2 6-4 5-7 6-3,116,76,121,67
2024-07-01,2024-540,Wimbledon,atp,grass,R64,5,Novak Djokovic,Jacob Fearnley,2,277,3,1,6-3 6-4 5-7 7-5,123,89,122,81
2024-07-01,2024-540,Wimbledon,atp,grass,R64,5,Alejandro Tabilo,Flavio Cobolli,19,48,3,2,7-6(4) 7-6(4) 4-6 4-6 6-4,176,122,168,117
2024-07-01,2024-540,Wimbledon,atp,grass,R64,5,Gael Monfils,Stan Wawrinka,33,95,3,0,7-6(5) 6-4 7-6(3),100,80,105,74
2024-07-01,2024-540,Wimbledon,atp,grass,R64,5,Quentin Halys,Karen Khachanov,220,22,3,2,4-6 6-3 3-6 6-3 6-4,138,99,129,89
2024-07-01,2024-540,Wimbledon,atp,grass,R64,5,Holger Rune,Thiago Seyboth Wild,15,74,3,1,3-6 6-3 6-2 6-2,95,70,112,69
2024-07-01,2024-540,Wimbledon,atp,grass,R64,5,Taylor Fritz,Arthur Rinderknech,12,76,3,1,6-3 6-4 3-6 6-4,101,76,115,76
2024-07-01,2024-540,Wimbledon,atp,grass,R64,5,Lucas Pouille,Thanasi Kokkinakis,212,93,2,1,2-6 7-5 5-2 RET,101,65,87,58
2024-07-01,2024-540,Wimbledon,atp,grass,R64,5,Cameron Norrie,Jack Draper,42,28,3,0,7-6(3) 6-4 7-6(6),119,80,112,70
2024-07-01,2024-540,Wimbledon,atp,grass,R64,5,Emil Ruusuvuori,Stefanos Tsitsipas,87,11,3,1,7-6(6) 7-6(10) 3-6 6-3,132,94,135,95
2024-07-01,2024-540,Wimbledon,atp,grass,R64,5,Giovanni Mpetshi Perricard,Yoshihito Nishioka,58,90,3,0,6-4 6-1 6-2,65,53,67,37
2024-07-01,2024-540,Wimbledon,atp,grass,R64,5,Alexander Zverev,Marcos Giron,4,46,3,0,6-2 6-1 6-4,61,49,73,38
2024-07-01,2024-540,Wimbledon,atp,grass,SF,5,Carlos Alcaraz,Daniil Medvedev,3,5,3,1,6-7(1) 6-3 6-4 6-4,113,77,131,81
2024-07-01,2024-540,Wimbledon,atp,grass,SF,5,Novak Djokovic,Lorenzo Musetti,2,25,3,0,6-4 7-6(2) 6-4,103,67,111,62
2024-07-01,mcp-202407-wimbledon,Wimbledon,wta,grass,R128,3,Renata Zarazua,Emma Raducanu,9999,9999,0,0,,,,,
2024-07-01,mcp-202407-wimbledon,Wimbledon,wta,grass,R128,3,Maria Sakkari,Mccartney Kessler,9999,9999,0,0,,,,,
2024-07-01,mcp-202407-wimbledon,Wimbledon,wta,grass,R128,3,Lulu Sun,Qinwen Zheng,9999,9999,0,0,,,,,
2024-07-01,mcp-202407-wimbledon,Wimbledon,wta,grass,R128,3,Jaqueline Cristian,Bianca Andreescu,9999,9999,0,0,,,,,
2024-07-01,mcp-202407-wimbledon,Wimbledon,wta,grass,R128,3,Elsa Jacquemot,Sloane Stephens,9999,9999,0,0,,,,,
2024-07-01,mcp-202407-wimbledon,Wimbledon,wta,grass,R128,3,Anca Alexia Todoni,Olga Danilovic,9999,9999,0,0,,,,,
2024-07-02,mcp-202407-wimbledon,Wimbledon,wta,grass,R128,3,Leylah Fernandez,Lucia Bronzetti,9999,9999,0,0,,,,,
2024-07-02,mcp-202407-wimbledon,Wimbledon,wta,grass,R128,3,Iga Swiatek,Sofia Kenin,9999,9999,0,0,,,,,
2024-07-02,mcp-202407-wimbledon,Wimbledon,wta,grass,R128,3,Elena Rybakina,Elena Gabriela Ruse,9999,9999,0,0,,,,,
2024-07-02,mcp-202407-wimbledon,Wimbledon,wta,grass,R128,3,Anna Kalinskaya,Panna Udvardy,9999,9999,0,0,,,,,
2024-07-02,mcp-202407-wimbledon,Wimbledon,wta,grass,R128,3,Alycia Parks,Caroline Wozniacki,9999,9999,0,0,,,,,
2024-07-03,mcp-202407-wimbledon,Wimbledon,wta,grass,R64,3,Jasmine Paolini,Greet Minnen,9999,9999,0,0,,,,,
2024-07-03,mcp-202407-wimbledon,Wimbledon,wta,grass,R64,3,Emma Raducanu,Elise Mertens,9999,9999,0,0,,,,,
2024-07-03,mcp-202407-wimbledon,Wimbledon,wta,grass,R64,3,Bianca Andreescu,Linda Noskova,9999,9999,0,0,,,,,
2024-07-03,mcp-202407-wimbledon,Wimbledon,wta,grass,R64,3,Anca Alexia Todoni,Coco Gauff,9999,9999,0,0,,,,,
2024-07-04,mcp-202407-wimbledon,Wimbledon,wta,grass,R64,3,Paula Badosa,Brenda Fruhvirtova,9999,9999,0,0,,,,,
2024-07-04,mcp-202407-wimbledon,Wimbledon,wta,grass,R64,3,Liudmila Samsonova,Elina Avanesyan,9999,9999,0,0,,,,,
2024-07-04,mcp-202407-wimbledon,Wimbledon,wta,grass,R64,3,Iga Swiatek,Petra Martic,9999,9999,0,0,,,,,
2024-07-04,mcp-202407-wimbledon,Wimbledon,wta,grass,R64,3,Caroline Wozniacki,Leylah Fernandez,9999,9999,0,0,,,,,
2024-07-04,mcp-202407-wimbledon,Wimbledon,wta,grass,R64,3,Anna Kalinskaya,Marie Bouzkova,9999,9999,0,0,,,,,
2024-07-05,mcp-202407-itf_amstelveen,ITF Amstelveen,wta,clay,QF,3,Petra Hule,Berfu Cengiz,9999,9999,0,0,,,,,
2024-07-05,mcp-202407-wimbledon,Wimbledon,wta,grass,R32,3,Marta Kostyuk,Madison Keys,9999,9999,0,0,,,,,
2024-07-05,mcp-202407-wimbledon,Wimbledon,wta,grass,R32,3,Maria Sakkari,Emma Raducanu,9999,9999,0,0,,,,,
2024-07-05,mcp-202407-wimbledon,Wimbledon,wta,grass,R32,3,Jasmine Paolini,Bianca Andreescu,9999,9999,0,0,,,,,
2024-07-05,mcp-202407-wimbledon,Wimbledon,wta,grass,R32,3,Emma Navarro,Diana Shnaider,9999,9999,0,0,,,,,
2024-07-06,mcp-202407-wimbledon,Wimbledon,wta,grass,R32,3,Liudmila Samsonova,Anna Kalinskaya,9999,9999,0,0,,,,,
2024-07-06,mcp-202407-wimbledon,Wimbledon,wta,grass,R32,3,Iga Swiatek,Yulia Putintseva,9999,9999,0,0,,,,,
2024-07-06,mcp-202407-wimbledon,Wimbledon,wta,grass,R32,3,Elina Svitolina,Ons Jabeur,9999,9999,0,0,,,,,
2024-07-06,mcp-202407-wimbledon,Wimbledon,wta,grass,R32,3,Elena Rybakina,Caroline Wozniacki,9999,9999,0,0,,,,,
2024-07-06,mcp-202407-wimbledon_juniors,Wimbledon Juniors,wta,grass,R64,3,Hannah Klugman,Vittoria Paganetti,9999,9999,0,0,,,,,
2024-07-07,mcp-202407-wimbledon,Wimbledon,wta,grass,R16,3,Jasmine Paolini,Madison Keys,9999,9999,0,0,,,,,
2024-07-07,mcp-202407-wimbledon,Wimbledon,wta,grass,R16,3,Emma Raducanu,Lulu Sun,9999,9999,0,0,,,,,
2024-07-07,mcp-202407-wimbledon,Wimbledon,wta,grass,R16,3,Emma Navarro,Coco Gauff,9999,9999,0,0,,,,,
2024-07-08,mcp-202407-wimbledon,Wimbledon,wta,grass,R16,3,Jelena Ostapenko,Yulia Putintseva,9999,9999,0,0,,,,,
2024-07-08,mcp-202407-wimbledon,Wimbledon,wta,grass,R16,3,Elena Rybakina,Anna Kalinskaya,9999,9999,0,0,,,,,
2024-07-09,mcp-202407-wimbledon,Wimbledon,wta,grass,QF,3,Jasmine Paolini,Emma Navarro,9999,9999,0,0,,,,,
2024-07-09,mcp-202407-wimbledon,Wimbledon,wta,grass,QF,3,Donna Vekic,Lulu Sun,9999,9999,0,0,,,,,
2024-07-10,mcp-202407-wimbledon,Wimbledon,wta,grass,QF,3,Jelena Ostapenko,Barbora Krejcikova,9999,9999,0,0,,,,,
2024-07-10,mcp-202407-wimbledon,Wimbledon,wta,grass,QF,3,Elena Rybakina,Elina Svitolina,9999,9999,0,0,,,,,
2024-07-11,mcp-202407-wimbledon,Wimbledon,wta,grass,SF,3,Jasmine Paolini,Donna Vekic,9999,9999,0,0,,,,,
2024-07-11,mcp-202407-wimbledon,Wimbledon,wta,grass,SF,3,Elena Rybakina,Barbora Krejcikova,9999,9999,0,0,,,,,
2024-07-13,mcp-202407-wimbledon,Wimbledon,wta,grass,F,3,Jasmine Paolini,Barbora Krejcikova,9999,9999,0,0,,,,,
2024-07-14,mcp-202407-itf_the_hague,ITF The Hague,wta,clay,F,3,Gina Feistel,Arantxa Rus,9999,9999,0,0,,,,,
2024-07-15,2024-314,Gstaad,atp,clay,F,3,Matteo Berrettini,Quentin Halys,82,192,2,0,6-3 6-1,37,33,43,22
2024-07-15,2024-314,Gstaad,atp,clay,QF,3,Quentin Halys,Gustavo Heide,192,178,2,0,6-1 7-5,59,41,57,31
2024-07-15,2024-314,Gstaad,atp,clay,QF,3,Jan-Lennard Struff,Tomas Martin Etcheverry,37,32,2,1,7-5 3-6 6-3,102,69,93,60
2024-07-15,2024-314,Gstaad,atp,clay,QF,3,Stefanos Tsitsipas,Fabio Fognini,12,80,2,0,6-4 6-3,51,35,47,25
2024-07-15,2024-314,Gstaad,atp,clay,QF,3,Matteo Berrettini,Felix Auger-Aliassime,82,18,2,0,7-6(7) 7-6(2),79,58,84,58
2024-07-15,2024-314,Gstaad,atp,clay,R16,3,Fabio Fognini,Juan Pablo Varillas,80,162,2,1,3-6 7-6(5) 7-5,99,61,107,66
2024-07-15,2024-314,Gstaad,atp,clay,R16,3,Tomas Martin Etcheverry,Botic van de Zandschulp,32,87,2,1,6-2 2-6 6-3,82,48,69,40
2024-07-15,2024-314,Gstaad,atp,clay,R16,3,Stefanos Tsitsipas,Hamad Medjedovic,12,122,2,0,7-6(6) 6-3,76,52,65,44
2024-07-15,2024-314,Gstaad,atp,clay,R16,3,Jan-Lennard Struff,Leandro Riedi,37,134,2,0,7-6(6) 7-6(1),85,60,77,54
2024-07-15,2024-314,Gstaad,atp,clay,R16,3,Quentin Halys,Lukas Klein,192,118,2,1,6-3 6-7(7) 6-4,94,70,102,66
2024-07-15,2024-314,Gstaad,atp,clay,R16,3,Gustavo Heide,Ugo Humbert,178,15,2,1,6-7(2) 6-2 6-3,106,74,82,56
2024-07-15,2024-314,Gstaad,atp,clay,R16,3,Matteo Berrettini,Daniel Elahi Galan,82,142,2,0,6-4 6-2,45,33,71,38
2024-07-15,2024-314,Gstaad,atp,clay,R16,3,Felix Auger-Aliassime,Yannick Hanfmann,18,111,2,0,7-6(6) 6-2,73,49,67,39
2024-07-15,2024-314,Gstaad,atp,clay,R32,3,Leandro Riedi,Gregoire Barrere,134,131,2,0,7-6(2) 7-5,65,52,94,59
2024-07-15,2024-314,Gstaad,atp,clay,R32,3,Jan-Lennard Struff,Albert Ramos-Vinolas,37,97,2,0,7-6(6) 7-6(4),75,57,79,54
2024-07-15,2024-314,Gstaad,atp,clay,R32,3,Fabio Fognini,Titouan Droguet,80,141,2,0,6-4 6-3,72,45,53,32
2024-07-15,2024-314,Gstaad,atp,clay,R32,3,Juan Pablo Varillas,Dominic Thiem,162,133,2,1,6-3 5-7 7-6(4),122,79,95,63
2024-07-15,2024-314,Gstaad,atp,clay,R32,3,Daniel Elahi Galan,Vit Kopriva,142,112,2,0,6-3 6-2,54,35,53,26
